"annotation_id","annotator","created_at","final_label","id","lead_time","reviewer_note","row_id","text","updated_at" 
2410,"1","2026-06-25T22:29:45.827607Z","normal",2410,1.789,"","r3-0659","Xem xong mới hiểu tại sao mình cứ trì hoãn mãi. Hóa ra là chưa bao giờ vào được trạng thái “flow” thật sự.","2026-06-25T22:29:45.827629Z"
2411,"1","2026-06-25T22:29:53.313004Z","depression",2411,4.414,"","r3-0660","Cam on thay minh niem rat nhieu lang nghe trong trai long minh do hoan canh roi con benh tram cam tit noi lam thay minh niem lang dong lai chinh minh hai my to❤😊😂😊😂😊","2026-06-25T22:29:53.313023Z"
2412,"1","2026-06-25T22:29:57.209658Z","exclude",2412,1.24,"","r3-0661","I know what burnout looks like, I knew that I have one, I knew I overdid it with work and caring for friends and everything. But I still kept going like ""I just wanna finish this"". And now this video comes after I just had a week of vacation that did basically nothing that I somehow thought would be enough to recover despite knowing better (of course it didn't). So thank you very much for your perfect timing and the great advice. Sometimes we just need other people to say the obvious things to us for us to listen :D","2026-06-25T22:29:57.209682Z"
2413,"1","2026-06-25T22:30:04.210528Z","normal",2413,4.482,"","r3-0662","dạ hay quá ạ,con cảm ơn BS và cô MC ạ,,Con cũng đi khám bs cho con uống thuốc thần kinh,nói con bị nặng nhưng từ ngày uống thuốc con trở nên đờ đẩn,bs cho con 20 ngày và bảo uống nhất là 3 đến 6 tháng có thể cả 12 tháng mới đở,nhưng con uống đến ngày thứ 7 con cứ ngủ li bì không làm chủ được cảm xúc,thế là con quyết định bỏ thuốc từ hôm bỏ thuốc đến giờ con đã ổn định nhờ vào thiền chánh niệm ạ..con cảm ơn ạ.❤❤❤❤❤❤❤❤.","2026-06-25T22:30:04.210546Z"
2414,"1","2026-06-25T22:30:06.858660Z","normal",2414,1.099,"","r3-0663","Vốn dĩ ngay từ đầu sự mệt mỏi ấy luôn bị coi là ko cố gắng! Sự đau khổ của trẻ em ít người hiểu được😢","2026-06-25T22:30:06.858695Z"
2415,"1","2026-06-25T22:30:32.833143Z","normal",2415,20.131,"","r3-0664","Anh chưa từng kể hết cho em nghe về chuyện trong gia đình Anh cất hết nổi buồn đó và giữ nó cho riêng mình Những gì anh kể với em cũng chỉ là bề nổi Vì anh biết được. khi em nghe tất cả về anh sẽ ko thể nào mà chấp nhận nổi Số tuổi của anh quá nhỏ để chứng khiến gia đình mình tan rã Anh nghe phong phanh. Trong gia đình nói là do ba anh cả Nhiều lần anh ôm ảnh mẹ và anh cũng chỉ biết khóc Anh ước thời gian quay lại nhưng thật sự anh thấy mình rất ngốc Ba anh dành nuôi rồi vứt đó cho ông bà anh dạy Ông lên Sài Gòn nhưng rất ít lần ông quay về lại Nhiều năm dài anh chẳng thấy được mặt ba Khi ông chở về anh cg đã hơn cái tuổi 13 Anh bước chân ra ngoài xã hội khi cái tuổi anh còn quá trẻ Cái tuổi lúc đó cũng chỉ là con số lẻ Mẹ anh bảo phải làm người tốt nha con 😊 Đừng làm chuyện xấu nghe lời mẹ dạy nghe con 😊 Đâu ai muốn làm người xấu Nhưng chuyện đời làm sao ai tránh hết được Vốn dĩ cuộc đời anh nó vốn là một ván cược Anh cược hết vào bản thân vào gia đình người anh thương Và anh mất hết tất cả giờ anh cùng đường Anh cũng chẳng biết phải bày tỏ nỗi buồn với ai Anh đem câu chuyện cuộc đời mình gửi vào bài rap sớm mai Anh mong ngày mai bầu trời sẽ chộp sáng Cho anh thấy được anh sáng bình minh và hoàng hôn khi chộp tắt","2026-06-25T22:30:32.833166Z"
2416,"1","2026-06-25T22:30:44.230278Z","normal",2416,3.512,"","r3-0665","Mình cũng đang phải làm quen với việc này nhưng mình sẽ đứng dậy mạnh mẽ hơn để người đó không thất vọng mà tôn trọng mình","2026-06-25T22:30:44.230301Z"
2417,"1","2026-06-25T22:30:47.209420Z","normal",2417,0.78,"","r3-0666","Còn tôi còn ko có 1 ra đình chọn vẹn, tôi muốn mẹ bố ông bà ngoại nội quây quần bên nhau nhưng tôi ước mãi ko thực hiện được.tôi cần 1 gia đình trọn vẹn chỉ cần 1 gia đình trọn vẹn thôi.tôi đang rất nhớ mẹ 😭😭😭😓","2026-06-25T22:30:47.209445Z"
2418,"1","2026-06-25T22:30:50.413987Z","exclude",2418,1.62,"","r3-0667","Yep, I faced the same. And being honest it took me a lot of time to really identify what the problem is, why am I acting like this and not liking the things I used to love previously. Personal hygiene, taking new initiative, my normal excited nature everything was gone. I was having a tough time in simply getting up and having a meal. I had no idea how my day is starting an ending just mindlessly thinking having a negative feeling and my brain was not even trying to get out of this situation. It was the first time I was feeling something like that, topper of school, soul of every party, heart of all friends is herself just lying in bed not talking, not working, just lying. That was weird for people who were close to me It took lot of time but eventually I healed Let me tell you my journey how I healed","2026-06-25T22:30:50.414015Z"
2419,"1","2026-06-25T22:30:53.470394Z","normal",2419,0.814,"","r3-0668","Cô Lan ơi! Đây là nhân quả của cô đó. Hai lần chồng chết một số người xa lánh cô vì họ thiếu hiểu biết rồi ruồng bỏ cô. Nhưng đến lần ba cô dững dưng ngồi suốt đêm nhìn ông chồng từ từ chết vì muốn giết mình lẽ ra cô nên cứu giúp ông ấy, cô đặt nặng sự trả thù hơn có tâm từ bi, nếu cô gạt bỏ cảm xúc quá mạnh trong lúc đó thì cô kô phải đi tù và được báo hiếu mẹ mình trong khi bà mất. Sau cơn mưa trời lại sáng, chúc cô sau này gặp được nhiều may mắn.","2026-06-25T22:30:53.470417Z"
2420,"1","2026-06-25T22:31:09.753442Z","normal",2420,7.733,"","r3-0669","Em ngồi thiền tự nhiên từ đâu nặng chiu xong có cảm giác sợ hãi thở nhanh là sao ak mong chị giải đáp","2026-06-25T22:31:09.753461Z"
2421,"1","2026-06-25T22:31:13.438824Z","normal",2421,2.197,"","r3-0670","Mik có đi xkld bên nước ngoài và có quen với một cô gái bản địa cùng công ty bên đó hơn mik hơn chục tuổi và chúng mình yêu nhau hơn 7 năm rồi.giờ gia đình mik ở Vnam cứ giục mik về chuyện kết hôn trong khi mik và bạn gái k xác định đến với hôn nhân.nhưng mik bế tắc k biết phải làm gì chia tay mà cô gái đó k bị tổn thương.mik có nói qua về chuyện sẽ về vnam lấy vợ nhưng cô ấy rất buồn","2026-06-25T22:31:13.438845Z"
2422,"1","2026-06-25T22:31:17.557387Z","normal",2422,1.272,"","r3-0671","""Em chẳng còn đau chẳng còn khóc Chỉ còn lại là những mảnh vỡ đêm đông"" Nghe mà đau lòng thật sự 😭","2026-06-25T22:31:17.557405Z"
2423,"1","2026-06-25T22:31:22.691460Z","exclude",2423,1.731,"","r3-0672","The amount fulfillment and satisfaction you get from the work (no matter what I kind of job it is) can determine how much time and work you’re willing to put into it. If someone enjoys doing the task required for a job and is compensated fairly for example it’s more likely that someone will want to excel at that job and put in more hours. The opposite often demotivates people and builds resentment towards what or who is making them feel dissatisfied or unfulfilled.","2026-06-25T22:31:22.691478Z"
2424,"1","2026-06-25T22:32:02.839669Z","uncertain",2424,38.331,"Người viết đang tự đối chiếu các dấu hiệu burnout với bản thân nhưng câu chữ dừng lại ở dạng câu hỏi, chưa mô tả trực tiếp sự cạn kiệt tâm lý cụ thể của chính họ","r3-0673","Có cách nào thoát ra ko nhỉ? Nếu triệu chứng đúng như này thì đúng mình đang ở trong hội chứng kiệt sức rồi.","2026-06-25T22:32:02.839686Z"
2425,"1","2026-06-25T22:32:09.179564Z","exclude",2425,0.873,"","r3-0674","Lately I thought it was stress but it became worsg did research and found out it's emotional burn out .I was a working mom ,stoped about a year ago to take care of my health ,mom of 2 ,very actif kids ,wife ,marriage is going down the life ,been distant, constantly angry ,snap easily, everything gets on my nerves ,focus zero ,memory loss ,always sad,cries alot ...and my only source of joy disappeared .am worst .and scared .I now feel a tight feeling in my chest","2026-06-25T22:32:09.179583Z"
2426,"1","2026-06-25T22:32:22.948035Z","normal",2426,8.562,"","r3-0675","hmm màu âm nhạc sáng, nhưng lại mang tâm tư của kẻ cô đơn giữa thành phố nhộn nhịp xô bồ, lang thang trên những nẻo đường quen thuộc, những hàng quán ven đường đầy ánh đèn đường, băng qua cây cầu giữa đêm đón những làn gió mát. Tựa như mang trong mình nỗi bâng khuâng man mác 1 điều gì đó mà bản thân không thể nhận ra. Bất giác nhìn ra phía chân trời ở bên kia thành phố, sắc hồng ban mai đã lên rồi sao? Thật ấm áp, một ngày mới sẽ bắt đầu và bản thân sẽ tiếp tục lao vào guồng quay của cuộc sống. Tự mỉm cười, cười vào chính bản thân mình. Tự lúc nào bản thân đã chấp nhận cô đơn như 1 phần không thể thiếu của mình. Chẳng cần là phải có tình yêu thì mới thôi đi cảm giác trống vắng. Tình yêu là duyên mệnh, hãy đón nhận chứ đừng cưỡng cầu. Cảm thấy bản thân rất thiệt thòi sao? Rất bất mãn khi phải ăn cơm chos sao? Hãy nên tận hưởng tháng ngày được tự do với những điều mình làm, bởi tình yêu không phải sự ràng buộc mà nó đi kèm trách nhiệm. Một làn gió mát cuốn theo sự tươi mát của ngày mới đang đón chào ánh ban mai phía cuối chân trời. Trên tay một chai whiskey, tự hỏi đã bao lâu rồi chưa ngắm bình minh một mình như này nhỉ?","2026-06-25T22:32:22.948067Z"
2427,"1","2026-06-25T22:32:29.097606Z","normal",2427,4.674,"","r3-0676","Tnhien nhớ lại năm đó, lần đầu tiên học xa nhà. Lần đầu tiên bản thân bước ra khỏi vòng an toàn của gia đình. Lần đầu tiên biết được cái cảm giác ở ktx và quen được nhiều bb từ nhiều nơi. Cũng từ lúc đó bản thân đã trải qua 1 chuyện mà tới bh nhắc lại cũng cảm thấy bản thân thật mạnh mẽ. Năm đó mình và cậu nghỉ chơi với nhau “ok tớ chả sao cả”, nhma mỗi khi ai đó hỏi:”dạo này ít đi với nhau v” là như thể giọt nước mắt bên trong đôi mắt đó lại như chảy tuôn ra. Như thể nó đã ở đó rất lâu và đợi tới lúc có cơ hội nó sẽ tuôn ra để giải thoát cho bản thân. Nhớ lại những lần chuẩn bị đi ngủ là trong người tớ lại xuất hiện biết bao mâu thuẫn. Rất buồn ngủ nhma ko ngủ được, buồn ngủ nhma ko muốn ngủ lại nằm snghi tại sao bản thân lại rơi vào trong hoàn cảnh này. Tớ vẫn thấy cậu ấy vui đùa với bạn khác hay là tớ snghi nhiều quá. Nhớ những lần cố ngủ nhma đầu tớ nặng quá, những giọt nước mắt xô đẩy nhau nhma tớ khóc trong im lặng. ko một ai biết tớ đang khóc cả, lúc mng đang chìm trong giấc ngủ thì đó cũng là lúc tớ cởi bỏ mặt nạ ra để giải toả cảm xúc. Mỗi lần ko ngủ được là mỗi lần khóc xen vào đó là mỗi lần tớ lại hành hạ bản thân. Tớ giựt tóc, tớ đánh vô đầu, tớ cắn tay,… mỗi lần làm nvay tớ cảm thấy nhẹ nhõm hơn rất nhiều. Nhưng việc khóc phát tiếng sẽ làm tớ ổn hơn rất nhiều. Tối nào, trưa nào tớ cũng v cả có những lúc đang học tnhien nước mắt tớ rơi xuống, bèn lau vội nước mắt đi và giả vờ là bụi bay vào mắt. Khoảng thời gian đó như một cơn ác mộng đối với tớ v, mỗi khi nhắc lại tim tớ như chậm một nhịp. Tớ có nghĩ tới cái ch*t nhma tớ vẫn muốn sống. Chỉ vì chuyện bé đó mà tớ xé to ra tớ thấy ko đáng. Tớ chưa bh muốn ch*t, tớ muốn sống lắm, may mắn thay bh tớ vẫn ở đây. Hnay sắp ra trường rồi bỗng nhớ lại về chuyện đó tớ cảm thấy bản thân thật trẻ con sao lại có thể snghi một cách nông cạn như v nhỉ. Cũng cảm thấy bản thân thật mạnh mẽ chưa bh kể cho ai nghe và đây là lần đầu tiên tớ làm v. Cảm ơn vì đã ở đây từ chuyện đó tớ cũng đã mạnh mẽ hơn rất nhiều. Cảm ơn vì đã từng làm bạn với tớ! 25/06/2023.","2026-06-25T22:32:29.097633Z"
2428,"1","2026-06-25T22:32:32.768894Z","exclude",2428,0.995,"","r3-0677","I'm not even 3 minutes into the video but all I can think about is that I don't have a job but last year I was severely burnt out to the point I could do only one activity per day and no more. I know this is targeted towards neurotical people but I want to know what the difference is in for example autistic burnout from everyday things. I feel like I'm not doing nearly enough to even think about ""oh what if this feeling is burnout"" because I don't work, I've never worked, I'm 20. I don't know what to think anymore to be honest","2026-06-25T22:32:32.768911Z"
2429,"1","2026-06-25T22:32:38.103319Z","exclude",2429,1.408,"","r3-0678","I used to be an overachiever. I used to take all the extra shifts, stay late, come in early. I once worked 24 days straight with no day off because we were short staffed. If I hadn't been 19, single, childless, and still healthy, I absolutely could not have done it. Now, Im a lazy piece of shit. I come in five minutes late and leave EXACTLY at the time Im supposed to. I dont work a single second of overtime. I've had my work phone ring at 4:03pm and I silence the whole ass phone. Because I was off 3 minutes ago. Im on Me time. Im forever in mass texts, begging people to cover shifts on their weekends and I never respond. Its been hinted that some folks are needed to take on more clients because of backlog. I offer my sympathies and not a damn thing more. I love the work I do, but I will never be exploited by an employer, ever again. And the bare minimum I put in now is almost enough to take me down. I cannot and will not add to that load. Be a lazy piece of shit. Your boss deserves no better.","2026-06-25T22:32:38.103338Z"
2430,"1","2026-06-25T22:32:42.000459Z","normal",2430,1.33,"","r3-0679","Em nhớ anh vl .em khóc rồi☺️","2026-06-25T22:32:42.000483Z"
2431,"1","2026-06-25T22:32:48.628632Z","exclude",2431,2.389,"","r3-0680","I could relate to most of this during seventh grade, especially during the second semester. There started to be more and more homework, and so I was working for at least half the day. In order to manage my time better, I started going in for lunch to work and it took a while just to get a few math problems done. I thought that lunch was just an inconvenience, so I started skipping lunch in order to get work done... which was barely touched by the end. I started thinking that my hobby was also an inconvenience to work, so I stopped Truck Spotting for 3-4 weeks. I was always finding myself dreading spending another afternoon cooped up inside instead of going Truck Spotting on state Route 3. I was beginning to become easily distracted and my energy always felt sapped. I thought Breaks were inconvenient too, so I stopped taking breaks as well. Since work was taking longer for me to do, I was also staying up past 10:30 in order to get it done. One night, in order to make a last ditch effort to finish a project, I stayed up until about 1:00 AM. One of my friends said that he could stay up till 2 doing work and be fine, so I started wondering if I was working long enough. It felt like a cycle that was only going to get worse, and then spring break came along and I was free for about a week. Then, the same thing happened in the 4th quarter, which was what I was hoping wouldn’t. I hope that 8th grade is less stressful than 7th... I know that you adults out there have more to worry about than excessive schoolwork, and I want to be strong enough to be able to handle your situations without taking rest breaks and burning out.","2026-06-25T22:32:48.628652Z"
2432,"1","2026-06-25T22:32:51.397413Z","normal",2432,1.204,"","r3-0681","Chính mình hiện tại . Mình không vui không buồn nhưng vẫn cảm giác hơi lạc lỏng một chút giữa tất cả các mối quan hệ xum quanh. Những người bạn quanh mình thì quá khác biệt về tư tưởng , những người bạn cùng tư tưởng thì họ ở rất xa và cũng đã có gia đình rồi . Dù ít nhiều mình vẫn đang hướng vào trong và vẫn luôn tin rằng rồi sẽ sớm thôi mình sẽ gặp được những người mà mình sẽ cần phải gặp trên chuyến hành trình này . 00:02 2025/02/17 Hàn Quốc.","2026-06-25T22:32:51.397431Z"
2433,"1","2026-06-25T22:32:53.791934Z","exclude",2433,0.964,"","r3-0682","The three signs she describes here are so accurate. Especially the emotional exhaustion piece where you feel like you have nothing left to give. What helped me understand burnout differently was learning that your nervous system has a capacity and when you exceed it for too long it stops being able to regulate on its own. That is why rest alone does not fix burnout. You need something that actively signals your body to come back down. I work with breathwork and cold water immersion and the combination works because the cold gives your nervous system a hard reset while controlled breathing teaches it how to self regulate again. People who come in burnt out usually feel a shift after the very first session because their body finally gets a signal it has been missing.","2026-06-25T22:32:53.791952Z"
2434,"1","2026-06-25T22:32:55.948805Z","exclude",2434,0.742,"","r3-0683","I would recommend talking to a therapist as well if having the above symptoms. Often times, people in this state will not admit to themselves they are struggling due to external and internal pressures, but will argue they need to be tough and a decision to do something about it, is taken late when they are forced to do it because of impaired health and possible severe long term consequences. I know a thing or two from my own experience.","2026-06-25T22:32:55.948829Z"
2435,"1","2026-06-25T22:32:59.423201Z","normal",2435,1.55,"","r3-0684","Biet thaykim ba rat nhieu .toi thay khoe .toi tu tin hon .toi manh van hon","2026-06-25T22:32:59.423223Z"
2436,"1","2026-06-25T22:33:06.854609Z","exclude",2436,1.862,"","r3-0685","totalmente de acuerdo, pero no hay que olvidar que House era una personaje excepcional y reconocido entre sus pares, sus tiempos de trabajo estaban relacionados a la permisividad de sus superiores debido a su genialidad,( aunque a veces se veía a su jefa pidiéndole que atendiera consultas sencillas, el hacia lo que quería ), el punto es que tenia una gran trabajo comparado al empleo de un ciudadano promedio, nosotros seriamos los extras, los enfermeros que iban de un lado a otro. En fin es todo lo que mencionaste, rendimiento sobre contemplación.","2026-06-25T22:33:06.854628Z"
2437,"1","2026-06-25T22:33:10.329950Z","normal",2437,2.009,"","r3-0686","phai thua nham la tran thu thao the hien ca khuc nay hay nhat.chuc em thanh cong","2026-06-25T22:33:10.329976Z"
2438,"1","2026-06-25T22:33:13.533472Z","exclude",2438,1.613,"","r3-0687","My burnout (almost spilled over into depression) started with me 3.5 years ago. I stopped sleeping, fatigued, crying spells, groundhog feeling, became reclusive, angry at work about the simplest tasks, gained weight, no exercise, didn’t see my family, etc. I decided to quit in this horrible market but now have improved significantly. I feel so much better; sleep well, eating better, exercising regularly, working on an independent career, and decided to retire from corporate world early.","2026-06-25T22:33:13.533489Z"
2439,"1","2026-06-25T22:33:15.782388Z","normal",2439,0.69,"","r3-0688","Càng khó khăn càng phải cố gắng 16 tuổi nhưng sức khỏe em ko tốt lắm, mong rằng em sẽ khỏe mạnh hơn Ko phải quá áp lực Ko đổ lỗi cho hoàn cảnh Tôi phải tự chịu trách nhiệm cho cuộc sống của tôi Cảm ơn chị Sun ạ","2026-06-25T22:33:15.782406Z"
2440,"1","2026-06-25T22:33:18.457081Z","normal",2440,1.095,"","r3-0689","Cả mấy tuần nay em vừa vùi trong bế tắc và rất cảm ơn anh khi nghe xong những điều anh nói thì em đã hiểu ra một số thứ quan trọng. Cảm ơn bài giảng và những dòng tâm sự chân tình này của anh. Em chỉ mới 21t thôi nhưng mà một số thứ khủng khiếp đến mức em đã đưa ra một quyết định điên rồ trong cuộc đời. Thật là nực cười khi nghe những điều anh dạy như nó là cái thứ mình cần ngay trước mắt nhưng lại tìm kiếm khá lâu.","2026-06-25T22:33:18.457099Z"
2441,"1","2026-06-25T22:33:58.268335Z","normal",2441,33.303,"","r3-0690","Vì mê đập đá nên giờ e phải thân tàn ma dại","2026-06-25T22:33:58.268362Z"
2442,"1","2026-06-25T22:34:04.860200Z","normal",2442,2.429,"","r3-0691","Tui học nhiều quá xong bị vết chai dày, nhưng từ lúc nghỉ hè tui cảm thấy thoải mái hơn 😅😅","2026-06-25T22:34:04.860224Z"
2443,"1","2026-06-25T22:34:07.686464Z","normal",2443,1.258,"","r3-0692","Cảm ơn bạn, bài viết rất hữu ích. mình đó giờ cũng sống như thế nên không hiểu tại sao nhiều người xung quanh mình lại cái nhìn tiêu cực về một việc nào đó. giờ mình mới hiểu hơn.","2026-06-25T22:34:07.686484Z"
2444,"1","2026-06-25T22:34:10.240884Z","exclude",2444,1.079,"","r3-0693","Interesante la teoría de la sociedad del cansancio, la voy a leer; pero la vida de House es ficción pura y en la medicina de hoy en día poco es posible llevar una vida así , a menos que seas jefe de un hospital o cosas por el estilo que no son menos estresantes que las jornadas laborales de un médico común,aun así interesante y House es realmente un gran personaje. Saludos.","2026-06-25T22:34:10.240903Z"
2445,"1","2026-06-25T22:34:19.762144Z","depression",2445,4.808,"","r3-0694","Lần cuối ba mẹ ôm con là khi nào nhỉ ^^. Lần cuối ba mẹ khen con là lúc nào vậy. Con cũng biết buồn và mệt mỏi mà,nhìn mẹ khóc con cũng muốn khóc nhưng con không còn nước mắt để khóc nữa, nhìn ba buồn con cũng buồn lắm nhưng con có thể làm gì đây. Con thích học y, con thích Bangtan, con thích mưa thích cả nhà vui vẻ cùng nhau ba mẹ có biết hong. Con của trước kia hay khóc thích cười nhưng con của bây giờ khác gì khúc gỗ đâu chứ. Đôi lúc con tìm đến cái chết để kết thúc tất cả nhưng con không nỡ rời bỏ những người con thương. Có nhiều ấm ức có nhiều nỗi buồn và tâm tư con muốn nói ra cho ba mẹ biết nhưng con không có cơ hội ấy 😊","2026-06-25T22:34:19.762161Z"
2446,"1","2026-06-25T22:34:24.108134Z","exclude",2446,2.107,"","r3-0695","Passo por tudo isso desde 1999 😭 Muitas dores musculares , zumbido, aperto dos dentes Ansiedade TAG síndrome do pânico fobia social , vivo isolada , até para consulta preciso de acompanhante, a mais de 25 anos faço uso de Clonazepam,, choro todos os dias , principalmente pela manhã quando me da gatilho de alguma coisa, PRECISO DE AJUDA! SÓ POR DEUS ! 16/01/2026 SEXTA FEIRA ,horas 16:10 ..... choro porque é difícil aceitar essa situaçãoF07 Não aceito! Neste momento estou com muita dor pescoço ombro escápula, ......","2026-06-25T22:34:24.108152Z"
2447,"1","2026-06-25T22:34:31.729335Z","normal",2447,0.929,"","r3-0696","Tranh ap luc khong can thiet,can bang cuoc song bang,tap yoga,tap thien,tap the duc thuong xuyen","2026-06-25T22:34:31.729361Z"
2448,"1","2026-06-25T22:34:33.853357Z","normal",2448,0.638,"","r3-0697","Bài học của mình là ko so sánh thành tích của bản thân với người khác, ko so sánh cách học của mình vs người khác. Xưa thấy mấy bạn thức khuya học bài , mình cũng kiểu thấy bản thân kém cỏi nên cũng cố thức để đuổi theo rồi từ từ mình bị thiếu giấc và mệt, giờ giấc sinh học mình loạn lên và bắt đầu bị stress. Nên mình đã bỏ hết kệ bà mấy đứa kia, tôi học theo cách của tôi, học cái giờ tui cảm thấy hiệu quả nhất. Và ko phải lúc nào mình cũng học ý , mình tập thể dục nữa , tập xong thấy não nó được fresh hẳn ý , học nó vô não lắm.","2026-06-25T22:34:33.853375Z"
2449,"1","2026-06-25T22:34:37.246556Z","exclude",2449,1.921,"","r3-0698","Lyrics: Chúng ta giờ, tại sao cô đơn quá tựa những chiếc lá rơi lẻ loi bên rừng Chẳng một nơi bám víu , để bày tỏ nổi thiết tha, của một người cần một ai đó thấu hiểu. Vẫn biết rằng tình yêu không có lỗi là do khoảng cách đã làm tim lạc nhịp Để rồi khi lặng im mới thấy bầu trời đêm chẳng có ngôi sao nào thuộc về chúng ta. Phải mất bao lâu để thời gian có thể phai màu Mất bao lâu để mình vượt qua giông bão. Chẳng còn gì ước mong , chẳng phải khóc ngược dòng Và những kí ức sẽ biến tan vào hư không. Nỗi đau này thôi từ nay xin phép khép lại Vì chẳng có ai sẽ chẳng gì là mãi mãi. Lỗi do mình đã sai, tình yêu vốn chẳng tồn tại Giờ nước mắt xuôi dòng, giờ sát bên chỉ còn lại cô đơn.","2026-06-25T22:34:37.246575Z"
2450,"1","2026-06-25T22:34:40.054019Z","normal",2450,0.622,"","r3-0699","Mình mới kết thúc 1 mối quan hệ. Lướt trúng bài hát này và mắc kẹt ở đây cũng 1 tuần rồi. Thực sự thì với mình, cái đoạn rap của bài hát mới là đoạn chạm vào tim mình nhất, cứ đến đoạn đó là mình lại khóc. Cảm ơn các bạn vì bài hát này.","2026-06-25T22:34:40.054044Z"
2451,"1","2026-06-25T22:34:42.345134Z","normal",2451,0.825,"","r3-0700","Bs cho e hỏi với ạ bệnh trầm cảm ăn đồ có mỡ là nôn ra hết có phải trầm cảm không ạ...không ăn được cơm ạ ? Mong được tư vẫn ạ","2026-06-25T22:34:42.345156Z"
2452,"1","2026-06-25T22:41:11.032035Z","exclude",2452,4.067,"","r3-0701","Despite moving forward in life, everything feels like just ticking a box on a list that I should have achieved. I got promoted two days ago and my immediate thought was that now I can't off myself for a while to not be disrespectful and ungrateful. I don't have time to break down, there are lives depending on me delivering.","2026-06-25T22:41:11.032054Z"
2453,"1","2026-06-25T22:41:19.763040Z","normal",2453,7.21,"","r3-0702","Con muốn rời đi hoặc bỏ đi . vì chồng nó không chịu ly dị.... nhưng vẫn sợ ngày con rồi đi . nó sẽ giận lên và giết con .. vì dám bỏ nó.","2026-06-25T22:41:19.763058Z"
2454,"1","2026-06-25T22:41:24.055293Z","exclude",2454,2.6,"","r3-0703","Literally almost didn’t click the video based on seeing the word burnout, but this is so accurate. I work a desk job that I enjoy and think is meaningful but it requires taking on a lot of emotional baggage on phone calls and in person. It’s difficult because I do find joy in it, and meaning, and I think I’m good at it but I also find stress in it. When you said the bit about being apathetic it hit home for me, I hadn’t really thought about it before in this way.","2026-06-25T22:41:24.055324Z"
2455,"1","2026-06-25T22:41:30.036047Z","depression",2455,1.877,"","r3-0704","Cảm ơn bác sỹ , nhờ cuọc chia sẻ này của bác sỹ mà tôi biết tôi bị mắc chứng bệnh rối loạn lo âu. Chúc bác sỹ thật nhiều sức khỏe và bình an","2026-06-25T22:41:30.036076Z"
2456,"1","2026-06-25T22:41:48.159114Z","exclude",2456,14.286,"","r3-0705","i may have missed any statement on this, but i have noticed that in those suffering from burn out, they will tend to feel that even though they have accomplished a task(what ever that job task may be) they feel that it wont have worth in the ""big picture"". So, as an example, a student who pushes hard to get through Grad School, but begins to feel the affects of the long list of different classes they have to have high grades in, in order to achieve their diploma, may feel after a certain point in the progress that its not worth the hassle. Another example is workers. I know from talking to multiple people, both in my line of work and friends/mutual acquaintances, that if they are put to a repeated task, and though complete it every day, have it return to be done the next day(and so-forth) they tend to lose the motivation to do the task. almost in a form of Sisyphus. Repeating the same task, to accomplish it, and to come in and do it AGAIN and AGAIN. It could have some correlation to endorphins. The initial feeling from finishing the task and having the ""i did it!"" rush, wears over time. Soon the same task that gave you the Rush of ""i did it!"" becomes a ""meh"" due to it being just the same tasks, nothing new to it. Just a thought...","2026-06-25T22:41:48.159133Z"
2457,"1","2026-06-25T22:41:50.477082Z","normal",2457,0.687,"","r3-0706","podcast này hay quá!!! Thật sự rất chạm vào mối quan tâm của bản thân mình. Khiến mình cảm thấy rất hạnh phúc và bình yên. Mình cũng đang trong quãng thời gian rất rối bời và vô định trong cuộc sống. Chính podcast này đã giúp mình thêm vững chắc vào niềm tin của mình. Đúng là không có bất cứ 1 ai được phép định nghĩa bản thân mình là ai. Em đã rất bơ vơ, cũng như hoang mang về niềm tin và cá tính của mình. Nhưng suy cho cùng có lẽ em nên sống hết mình vì bản thân nhiều hơn. Và những lời ngoài kia không thể khẳng định được con người em. Dù sao thì cũng cảm ơn chương trình nhiều lắm ạ!!!","2026-06-25T22:41:50.477103Z"
2458,"1","2026-06-25T22:41:52.827998Z","normal",2458,0.874,"","r3-0707","Theo cá nhân mình, cô đơn khi chỉ có 1 mình là điều hiển nhiên. Cô đơn dù vẫn đang có ai đó bên cạnh mới là bất hạnh. Mình độc thân, nhưng cảm thấy khá thoải mái và vui vẻ hơn lúc có người yêu. Nên mình cảm thấy hài lòng với hiện tại.","2026-06-25T22:41:52.828017Z"
2459,"1","2026-06-25T22:41:55.428712Z","exclude",2459,1.026,"","r3-0708","I've lived this way my entire life. I learned it from my parents--why didn't the same thing happen to them? I'm 30 years younger than them & I often can't get out of bed. They can run circles around me and I feel ashamed that I can't function.","2026-06-25T22:41:55.428730Z"
2460,"1","2026-06-25T22:42:37.346515Z","uncertain",2460,39.71,"Không rõ người bình luận có phải đang hỏi về căn bệnh của mình hay k","r3-0709","Bác sĩ ơi cho mình hỏi nếu bị mắc bệnh trầm cảm thì chữa trị bằng cách nào tốt nhất a","2026-06-25T22:42:37.346531Z"
2461,"1","2026-06-25T22:42:44.838752Z","normal",2461,1.318,"","r3-0710","o hien gap lang ket thuc cau truyen co hau","2026-06-25T22:42:44.838779Z"
2462,"1","2026-06-25T22:42:47.246196Z","normal",2462,0.845,"","r3-0711","😢❤❤em rat thich nghe bai tinh khuc chia lyvi em dang giôngtam trangem nha🎉🎉","2026-06-25T22:42:47.246214Z"
