comment_text,weak_label,confidence,depression_score,matched_keywords,need_review
"Hay quá ,tôi nghe lần này là lần thứ 100 ruồi mà vẫn thích nghe ko thấy chán ,chị ấy rất rất tuyệt vời 😍😍😍😍😍😍😍😍😍😍😍",normal_auto,high,-4,hay quá|tuyệt vời,False
"cảm ơn bài này rất hay về chủ đề học! cảm ơn rất nhiều, rất thực ngôn ngữ mộc mạc",normal_auto,high,-4,cảm ơn|rất hay,False
Thank you Trịnh Đình Quang bạn hát những bài hát mà rất nhiều người rơi vào tâm trạng của bài hát mà nghe mà rưng rưng nước mắt luôn ý nghe giong rất hay nhẹ nhàng truyền cảm gửi lời chúc tời bạn càng ngày gặt hái được nhiều thành công hơn nữa,normal_auto,high,-4,đỉnh quá|rất hay,False
Hây quá bạn ơi nói thiệt bài nầy mình nghe nhiều ca sỉ hát không ai hát hây bằng bạn hết âm nhạc cũng quá tuyệt vời hây 10 điểm❤❤❤❤❤❤,normal_auto,high,-4,hay quá|tuyệt vời,False
"dạ em thấy video của anh rất hay, em vẫn còn thắc mắc ở phần số 2 phần nghe để học hỏi thì còn có thêm cách nào để hiểu kiến thức ngoài hệ thống lại và đặt câu hỏi không ạ ?. Em cảm ơn nhiều",normal_auto,high,-4,cảm ơn|rất hay,False
Tôi phải công nhận các nhạc sĩ trẽ bây giờ viết nhạc và lời rất hay nghe hoài không chán và thấm thiết niếu có cùng tâm trạng. Cám ơn tác giả và ca sĩ ❤❤❤,normal_auto,high,-4,cảm ơn|rất hay,False
I'm lắng là tri Huế đang suot❤ im lặng để buông bồ ❤im lặng để gieo nhân duyên lành bình an❤ Cảm ơn kênh chia sẻ truyện thông điệp tuyệt vời a ❤Cảm ơn ❤ Nam mô A Di Đà Phật 🙏❤️❤️❤️,normal_auto,high,-4,cảm ơn|tuyệt vời,False
ép nhiều nên trẻ con càng lớn càng áp lực xong nhiều khi nhảy lầu tự tử,depression_auto,high,8,tự tử|áp lực,False
video hay quá,normal_auto,high,-4,video hay|hay quá,False
Cảm ơn Thuỳ Minh đã dành thời gian và công sức để mời Thầy đến với chương trình. Tập này rất hay và ý nghĩa. Cảm ơn Thầy Minh Niệm cho những năng lượng thiện lành.,normal_auto,high,-4,cảm ơn|rất hay,False
"Mãi luôn ủng hộ em, Lân Nhã. Bài hát hay, giọng hát đẹp. Quá tuyệt vời...fan trung thành của em",normal_auto,high,-4,ủng hộ|tuyệt vời,False
"Cảm ơn ad vì chia sẻ hữu ích. Nhưng cá nhân mình lại thấy mình nên biến việc học tập, làm việc trở thành một niềm vui, mình hạnh phúc vì được làm vậy. Trước mình cũng từng xem việc cố gắng học 1h để 5p giải trí mình thấy khá bứt rứt. Khi mình suy nghĩ thông rằng việc học là việc hạnh phúc khi được làm thì kết quả khác",normal_auto,high,-4,cảm ơn|giải trí,False
Nam mô bốn su thíchca mâu ni phật con cảm ơn su thầy cho chúng con nhiều bài thuốc bổ ích,normal_auto,high,-4,cảm ơn|bổ ích,False
"Luôn ủng hộ em SL, một cậu trai rất đáng yêu và rất duyên. Love it!",normal_auto,high,-4,ủng hộ|đáng yêu,False
Rất hay 👍 cám ơn Thầy nhiều ah!!,normal_auto,high,-4,cảm ơn|rất hay,False
"Rất hay về phương pháp. Ban nên nói ngắn gọn,không nên trình bày lê thê ,nhiều chỗ lập đi lập lại. Nhưng dù sao cũng rất tốt cho sức khỏe mọi người. Cảm ơn em",normal_auto,high,-4,cảm ơn|rất hay,False
Nay nấu cơm quên ko vào xem thầy lúc 7h ạ 🤣 Nma em cảm ơn thầy nhiều mỗi tuần một bài học bổ ích ❤,normal_auto,high,-4,cảm ơn|bổ ích,False
Hat hay quá xin cho tên bài hát tên là gì Cảm ơn,normal_auto,high,-4,hay quá|cảm ơn,False
Nhạc karaoke hay quá rất tuyệt vời ❤️❤️🎉🎼🎉🎼🎉🎼 xin chào 🙋,normal_auto,high,-4,hay quá|tuyệt vời,False
"dù là nữ nhưng em cũng đang là newbie trên con đường thay đổi bản thân và cũng đã từng và chuẩn bị rơi vào cái bẫy ""kỷ luật độc đoán"" này nên em thật sự rất biết ơn video này của anh ạ. cảm ơn anh rất nhiều vì video bổ ích, chúc anh có nhiều sức khoẻ❤",normal_auto,high,-4,cảm ơn|bổ ích,False
Thật tuyệt vời. Cám ơn Hoàng Uyên,normal_auto,high,-4,cảm ơn|tuyệt vời,False
Em cảm ơn bài hát này của anh Huy nó rất hay và có rất nhiều cảm xúc về một câu chuyện tình ko trọn vẹn,normal_auto,high,-4,cảm ơn|rất hay,False
hay quá thầy ơi. Cảm ơn thầy đã chia sẻ kiến thức này ạ,normal_auto,high,-4,hay quá|cảm ơn,False
"Con người trầm cảm bởi vì tự áp lực lên bản thân, có quá nhiều sự kì vọng vào bản thân, sống quá dựa vào cảm xúc, không điều chỉnh được cảm xúc.",depression_auto,high,8,trầm cảm|áp lực,False
Lại thêm 1 video tuyệt vời nữa A ạ. Cảm ơn A nhiều!,normal_auto,high,-4,cảm ơn|tuyệt vời,False
"Bây giờ thì nhiều người bị trầm cảm lắm. Áp lực từ cv, cuộc sống.... mọi người nói là tôi bị stress quá đi.",depression_auto,high,11,trầm cảm|áp lực|stress,False
20:34 rất hay cảm ơn tg,normal_auto,high,-4,cảm ơn|rất hay,False
"Nói thật là chưa bao giờ tôi ấn tượng với anh Ngắn, nhưng bài này anh Ngắn tuyệt vời rất hay +1 respect",normal_auto,high,-4,tuyệt vời|rất hay,False
Cảm ơn web có rất nhiều chủ đề đa dạng và rất hay,normal_auto,high,-4,cảm ơn|rất hay,False
Làm sao để có thể biết mình có bị trầm cảm hay chỉ là mệt mỏi tạm thời vậy bs? 😢,depression_auto,high,8,trầm cảm|mệt mỏi,False
A Di Đà Phật - ❤ Cảm ơn bài giảng của Thầy quá tuyệt vời 🙌 🎉❤,normal_auto,high,-6,hay quá|cảm ơn|tuyệt vời,False
Cảm ơn cs Hoàng Hải đã tặng cho khán giả bài hát nghe rất hay chúc cô luôn thành công trong sự nghiệp ca hát của mình,normal_auto,high,-4,cảm ơn|rất hay,False
"Cảm ơn kênh Phật Pháp Linh Ứng rất nhiều. ✨ Nghe những lời này, con cảm thấy mọi gánh nặng và lo toan như được trút bỏ hoàn toàn. 🍃 Sự bình an lan tỏa trong từng hơi thở. Thật trân quý những nội dung ý nghĩa giữa cuộc sống xô bồ này. 🧘‍♂ Nam Mô A Di Đà Phật. 🙏""",normal_auto,high,-4,cảm ơn|ủng hộ,False
Quá tuyệt vời Mình luôn theo dõi không bỏ sót tập nào Cảm ơn em Quang Minh,normal_auto,high,-4,cảm ơn|tuyệt vời,False
Cảm ơn bạn! xin chúc mừng Đan Nguyên 😊😅😮 Đan Nguyên là ngôi sao sáng rực rỡ trên bầu trời 😊😅😮hy vọng một ngày không xa Đan Nguyên biểu diễn ở Việt Nam để mọi người được xem show diễn và giao lưu cùng anh nhé 😊😅😢Đan Nguyên tuyệt vời lắm 😊anh đổi hình nền đẹp wa 😊em thích nhất cảnh này trong phim thấy hai người hạnh phúc lắm 😊😅😮,normal_auto,high,-6,cảm ơn|tuyệt vời|chúc mừng,False
"Cảm ơn tác giả bài hát hay và ý nghĩa,ca sĩ hát hay nhiều cảm xúc và có lời cho mọi người cùng hát theo,tạ ơn Chúa và Đức Mẹ Ma Ri,luôn ủng hộ kênh của bạn rất nhiều 🎉🎉🎉🎉🎉",normal_auto,high,-4,cảm ơn|ủng hộ,False
Quá tuyệt vời 🙌 Hay Quá Anh Đẹp Trai ơi ❤❤❤❤❤❤❤❤,normal_auto,high,-4,hay quá|tuyệt vời,False
"MV visual quá đỉnh, thích cả Orange và Phúc du <3 cơ mà kể chỗ kéo quả bi sắt to đùng đằng sau của Orange mà editor chỉnh cho lắc thiệt là chậm lại thì tuyệt vời! mình bị OCD vật lý khúc đó thiệt sự!😅😅😅😅",normal_auto,high,-4,tuyệt vời|quá đỉnh,False
"Trước đây tôi có nghe một vài ca sĩ hát bài này, cũng không thích lắm. Vo tình nghe vũ khanh hát bài này, sao hay quá. Lời hát như xoáy vào tim, thật là tuyệt vời VŨ KHANH HÁT HAY QUÁ GIỌNG HÁT TRẦM BUỒN, CÓ HỒN, ĐIÊU LUYỆN,. Phải nói là tuyệt vời ❤❤❤❤❤❤❤",normal_auto,high,-4,hay quá|tuyệt vời,False
Cảm ơn bác sĩ về những bài chia sẻ rất hay ạ.,normal_auto,high,-4,cảm ơn|rất hay,False
Quá hay quá tuyệt vời ❤,normal_auto,high,-4,hay quá|tuyệt vời,False
"Trên đời có 2 thứ rất đẹp chính là : Ánh mắt của kẻ suy tình và lòng chân thành của kẻ đơn phương. Cảm mơn anh và AVC mang đến cho mọi người những bản nhạc đậm nét, đậm chất tình người. Đã thể hiện đúng cuộc sống và long dạ của loài người của quá khứ và hiện tại. Nhạc rất hay❤❤cảm ơn anh!! Chúc anh tất cả❤❤🍀🍀🍀",normal_auto,high,-4,cảm ơn|rất hay,False
Cảm ơn anh.quá tuyệt vời ạ❤❤❤,normal_auto,high,-4,cảm ơn|tuyệt vời,False
"Một vài ngày nữa là em đã sắp bước sang tuổi 19 r … Thật sự khi xem vd này của chị thì em thật sự đã nhìn lại . Em học dc thêm nhiều điều và nhìn lại những điều bản thân đã tự học dc Em thật sự rất cảm ơn chị , một vd thật ý nghĩa ạ",normal_auto,high,-4,cảm ơn|thật ý nghĩa,False
Hay quá nghe hoài không chán cảm ơn ca sĩ nhé❤❤❤,normal_auto,high,-4,hay quá|cảm ơn,False
Cảm ơn bạn đã chia sẻ cách học tiếng hoa của minh nhé.bai giảng rất hữu ích cho moi người.minh đã ủng hộ đây đủ cho bạn rôi nhé🔔🔔👍🏼👍🏼👍🏼,normal_auto,high,-4,cảm ơn|ủng hộ,False
Nghe bài này hay quá đỉnh của chóp,normal_auto,high,-4,hay quá|quá đỉnh,False
Đan nguyên con hát quá tuyệt vời hien lanh dễ thương cô chúc con mãi mãi thành công,normal_auto,high,-4,tuyệt vời|dễ thương,False
Bai hat ngo nginh dang yeu qua,normal_auto,high,-4,đáng yêu|yêu quá,False
Con Nam Mô A Di Đà Phật con rất mệt mỏi và áp lực gia đình va thị phi miệng người 😢,depression_auto,high,9,mệt mỏi|áp lực|áp lực gia đình,False
Rất bổ ích. Cảm ơn bác sĩ .,normal_auto,high,-4,cảm ơn|bổ ích,False
"Nội dung rất hay nhưng em chú ý đến cái áo, áo hài quá chị ơi",normal_auto,high,-4,hài quá|rất hay,False
Hoà âm hay quá ! Ca sĩ Hải Đăng hát tuyệt vời ! Cám ơn TT Thuý Nga.,normal_auto,high,-6,hay quá|cảm ơn|tuyệt vời,False
🎉🎉🎉♥️♥️🌹🌹 Cảm ơn Nhạc lời cảnh dàn đàn thật tuyệt Hay quá! Xin đa tạ 🙏🙏🙏🙏🙏,normal_auto,high,-4,hay quá|cảm ơn,False
"video rất hay và ý nghĩa, từng câu chữ như chạm vào cảm xúc của chính bản thân mình, cảm ơn tác giả video rất nhiều !",normal_auto,high,-4,cảm ơn|rất hay,False
"Bài hát thật nhẹ nhàng, lời bài hát rất hay! MV tuyệt vời ""Sarah Nguyen -Cuộc sống Hà Lan""",normal_auto,high,-4,tuyệt vời|rất hay,False
"Thầy nói đúng, có những lúc tuyệt vọng và cô đơn đến cùng cực, thầy nói thầy là người lý trí mà còn như vậy huống chị tôi là người vô cùng yếu đuối, rất kinh khủng.... Có lẽ tôi đang sống sót bằng cách khóc với Đức Phật, với Mẹ Quan Âm, với ba tôi (đã mất), viết nhật ký, khóc, khóc và khóc... rồi cố bò dậy để gượng sống tiếp...",depression_auto,high,8,tuyệt vọng|cô đơn,False
"Giọng hát quá hay quá đẹp, bản phối nghe quen mà rất mới lạ... Tuyệt vời !",normal_auto,high,-4,hay quá|tuyệt vời,False
Quá hay quá đầu tư cho một chiếc video 😍 Cảm ơn Trang rất rất nhiều. Đúng thứ e đang cần,normal_auto,high,-4,hay quá|cảm ơn,False
Nhạc của bạn hay quá . Cảm ơn bạn,normal_auto,high,-4,hay quá|cảm ơn,False
"E gái có chất giọng trầm ấm rất hay, trời lại ban cho nhan sắc, e ngân rất hạnh phúc trọn vẹn chúc mừng e",normal_auto,high,-4,rất hay|chúc mừng,False
Quá tuyệt vời hay quá anh ơi,normal_auto,high,-4,hay quá|tuyệt vời,False
Một xíu nữa mình cũng rơi vào trầm cảm . Thấy bản thân vô vọng. Đôi khi chỉ thấy đau lòng kinh khủng và chỉ muốn khóc . Cũng may là bản thân đã tìm lại đc,depression_auto,high,8,trầm cảm|đau lòng,False
"Đây là tập video podcast (kiểu là radio nhưng mà có hình) đầu tiên mình làm để đưa nội dung của Giang Ơi Radio lên kênh Giang Ơi, rất hy vọng sẽ nhận được nhận xét, cảm nghĩ và góp ý của các bạn. Chân thành cảm ơn bạn đã ủng hộ và đồng hành cùng nhiều ý tưởng của mình trong suốt những năm qua ❤",normal_auto,high,-4,cảm ơn|ủng hộ,False
"Cảm ơn anh ạ! Bài học rất hữu ích, luôn ủng hộ anh :)))",normal_auto,high,-4,cảm ơn|ủng hộ,False
Chúc mừng tập podcast đầu tiên của The Hanoi Chamomile 💗. Em hy vọng anh cũng sẽ upload trên nền tảng nghe podcast như spotify song song với youtube thì sẽ tiện cho việc nghe hơn (vì youtube thì không tắt được màn hình điện thoại). Cảm ơn những chia sẻ anh ạ 😊,normal_auto,high,-4,cảm ơn|chúc mừng,False
Cám ơn bs Cương Kiến thức rất hay và bổ ích,normal_auto,high,-6,cảm ơn|bổ ích|rất hay,False
hay quá huhu Cảm ơn Trung Quân vì bài cover rất hay và cuốn hút,normal_auto,high,-6,hay quá|cảm ơn|rất hay,False
Câu chuyên rất hay cảm ơn tác gia va giong doc MC ❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉,normal_auto,high,-4,cảm ơn|rất hay,False
Cảm ơn bạn clip tuyệt vời 👍🏾,normal_auto,high,-4,cảm ơn|tuyệt vời,False
"Tôi rất hiếm khi comment nhưng video này đẫ thuyết phục được tôi, cảm ơn bạn vì 1 video hay",normal_auto,high,-4,video hay|cảm ơn,False
"Bài dễ tập rất hay, cảm ơn giảng viên vui vẻ",normal_auto,high,-4,cảm ơn|rất hay,False
Ko có từ nào diễn tả được cảm xúc tuyệt vời với sự kết hợp ca sĩ cùng tg .một nhạc phẩm tuyệt đỉnh.cảm ơn cuộc sống muôn màu.,normal_auto,high,-4,cảm ơn|tuyệt vời,False
Tưởng ko hay nhưng hay ko tưởng. Cảm ơn thầy 5. Tuyệt vời,normal_auto,high,-4,cảm ơn|tuyệt vời,False
"Toi khong biet ban la ai, nhung ban rat co khieu ve am nhac. Trong nhac pham nay, giong nam vuot troi hon nu. Nhat la nhung not cao nen nhuong cho giong nam se hay hon .nhat la cau tinh yeu mot thoang len ngoi cua giong nam nghe tuyet voi qua. Nhung rat cam on ban Day la nhac pham toi thich nhat.",normal_auto,high,-4,cảm ơn|tuyệt vời,False
Hay quá .Cám ơn bạn nhiều lắm .,normal_auto,high,-4,hay quá|cảm ơn,False
"Chuyện rất hay và rất hấp dẫn, cảm ơn tác giả và người dẫn chuyện",normal_auto,high,-4,cảm ơn|rất hay,False
Video hay quá ạ. Mong a sớm ra thêm nhiều video mới nữa ạ,normal_auto,high,-4,video hay|hay quá,False
"Tuyệt vời quá nghe như giọng hát của thanh Thúy xưa …cám ơn Thúy Huyền,chúc mạnh khỏe hạnh phúc và thăng hoa 🌹 trên con đường ca hát nhé ❤❤❤",normal_auto,high,-4,cảm ơn|tuyệt vời,False
"Bài đọc rất hay, rất cám ơn bạn <3",normal_auto,high,-4,cảm ơn|rất hay,False
Cảm ơn thầy nhiều về bài giảng ngày hôm nay😊😊 Chúc thầy có thật nhiều động lực để gặt hái thêm thật nhiều thành công😊😊 Tôi sẽ mãi luôn ủng hộ và xem nhiều video của thầy😊😊,normal_auto,high,-4,cảm ơn|ủng hộ,False
Tuyệt vời. Xin cảm ơn Fonos.,normal_auto,high,-4,cảm ơn|tuyệt vời,False
"23h 10/11 và 11h 11/11 Mình đã cày gần chục lần cho MV lần này, có buồn, có vui vì họ đã gặp nhau và thổ lộ được tình cảm với nhau, như thế là đủ, thật sự anh Quân đã mở ra một thế giới LGBT đầy cảm xúc, mong là sẽ có phần 3 chứ coi phần 2 chưa có đã hihi. Chúc mừng anh Quân đã ra mắt sản phẩm MV tiếp nối phần 1 rất tuyệt vời. Lối diễn xuất của 2 anh diễn viên không còn gì để bàn. Chúc MV đạt triệu view, top 1 trendingggggg nhoaaaa",normal_auto,high,-4,tuyệt vời|chúc mừng,False
"Chú nghe cháu kể câu chuyện từ đầu đến cuối cháu là người đàn ông tuyệt vời cháu giải quyết rất ý nghĩa ko có gì mà hối hận cả , chú chúc mừng cháu mừng cháu ❤❤",normal_auto,high,-4,tuyệt vời|chúc mừng,False
tôi trầm cảm vì áp lực gia đình,depression_auto,high,11,trầm cảm|áp lực|áp lực gia đình,False
"Chị Nhi hát hay quá.tính cách chị trình diễn cũng dễ thương,tưng tửng.có dịp em mời chị đi ăn nha😅",normal_auto,high,-4,hay quá|dễ thương,False
"Mình có một người bạn thân, chơi với nhau từ hồi còn 7 tuổi. Cuối những năm cấp 3, bạn ấy đi du học và định cư bên nước ngoài. Chưa một lúc nào mình ngừng lo lắng cho người bạn hướng nội của mình. Cuộc sống bên kia lương cao, nhưng áp lực tư bản cũng rất đáng sợ. Nhìn bạn lúc nào cũng cố gắng tới kiệt sức, stress và cô đơn... làm mình rất đau lòng. Từng lời từng lời, từng giai điệu của bài này cũng như là nỗi lòng của mình... rất muốn gặp, muốn ôm, muốn an ủi, vỗ về người bạn ấy",depression_auto,high,15,cô đơn|áp lực|stress|kiệt sức|đau lòng,False
Phim hay qua một hồi kết rất tuyệt vời,normal_auto,high,-4,hay quá|tuyệt vời,False
Rất hay cảm ơn chị ạ ♥️,normal_auto,high,-4,cảm ơn|rất hay,False
"1 chiếc postcad thật ý nghĩa với em ngay lúc này, em cảm ơn anh Tun và chị Khánh Vy nhiều nha. Thật biết ơn vì chúng ta được nghe và được lắng nghe, chúc mọi người luôn tìm thấy bình yên trong tâm hồn <33",normal_auto,high,-4,cảm ơn|thật ý nghĩa,False
Em cảm ơn a duy nhiều lắm a chia sẻ rất bổ ích,normal_auto,high,-4,cảm ơn|bổ ích,False
Rất hay cảm ơn bạn nhé,normal_auto,high,-4,cảm ơn|rất hay,False
Dạ rất thực tế e đã áp dụng rất tuyệt vời Em cảm ơn thầy nhiều ạ 🥰,normal_auto,high,-4,cảm ơn|tuyệt vời,False
Thật tuyệt vời cảm ơn 2 Bác!,normal_auto,high,-4,cảm ơn|tuyệt vời,False
một tay cầm ô 1 tay hát thì lại tuyệt vời hơn nữa 🥰 bỏ qua đời tư cá nhân thì Đạt G vẫn có một chất giọng rất hayy,normal_auto,high,-4,tuyệt vời|rất hay,False
"Bài hát cực kỳ hay, cực kỳ cảm xúc, lúc đầu tưởng đâu nhạc tầu mình dịch lời Việt, ai dè Việt Nam 100% của Nguyễn Thái Học, vậy là thêm 1 tác phẩm nghệ thuật tuyệt vời thêm vào kho tàng âm nhạc Việt Nam. Bài hát nghe hoài nghe mãi không chán, cảm ơn tác giả thật nhiều, cảm ơn nguồn âm nhạc nước nhà.",normal_auto,high,-4,cảm ơn|tuyệt vời,False
Câu chuyện này của bạn rất hay cảm ơn bạn,normal_auto,high,-4,cảm ơn|rất hay,False
Chào bạn đã chia. sẽ video rất hay về phật và hửu ích trong cuộc sống ❤❤like ❤🎉🎉 ủng hộ bạn ❤❤🎉🎉,normal_auto,high,-4,ủng hộ|rất hay,False
Xem MV này của anh lâm chấn khang cảm động quá hát bài hát này hay quá,normal_auto,high,-4,hay quá|cảm động quá,False
Rất hay.cảm ơn a Quang Lập,normal_auto,high,-4,cảm ơn|rất hay,False
hat rat hay vua keu sa long lay tuyet voi,normal_auto,high,-4,tuyệt vời|rất hay,False
"cảm ơn những kiến thức mà Better Version lan tỏa đến với mọi người, luôn ủng hộ bạn",normal_auto,high,-4,cảm ơn|ủng hộ,False
Cám ơn chương trình chia sẻ video rất hay ❤❤❤❤,normal_auto,high,-4,cảm ơn|rất hay,False
Anh Sinh cảm ơn Em hát bài nầy hãy hát hây quá bungddung ơi,normal_auto,high,-4,hay quá|cảm ơn,False
Cảm ơn Tun và Vy nhé 😍 podcast rất hay.,normal_auto,high,-4,cảm ơn|rất hay,False
Cảm ơn bạn vì video bổ ích,normal_auto,high,-4,cảm ơn|bổ ích,False
"Cảm ơn bác sĩ và anh Khánh. Chủ đề rất hay, toàn những câu hỏi em muốn hỏi. Video rất hữu ích ạ.",normal_auto,high,-4,cảm ơn|rất hay,False
Cam on co chuc co luon manh khoe de tryen nhung kien thuc bo ich cho chung a,normal_auto,high,-4,cảm ơn|bổ ích,False
Quá hay cảm ơn kênh giọng đọc dể thương ❤,normal_auto,high,-4,cảm ơn|dễ thương,False
"SO Good i am listening it right now thanks you nhac song ngoc linh qua hay ... cam on anh Nguyễn ngoc linh nhieu lam qua hay hay lo po loi .. cam on ban ralo ..,, sang tác rat hay !!! Cam on ai ralo nhe !!!🥳🥳💕💕💕💕💕💕💕💕💕💕💕chuc mung bạn nhe ….",normal_auto,high,-6,cảm ơn|rất hay|chúc mừng,False
Một Hoa Hậu Bo Le ro Đã Đẹp Lắm Rồi Giọng Ca Của Khánh An Đẹp Lắm Chú Hùng Lúc Nào Cũng Ủng Hộ Cho Con Nhiều Lắm♥️💯💝💗❤❤💖⭐💖💝💝💯♥️Con Cố Gắng Nghe Sắp Trở Thành Như Chị P A Bo Le ro Rồi Nghe Chú Hùng Xin Chúc Mừng Con Nhiều Lắm💗❤⭐💖💝💯♥️♥️💯💝💖⭐❤❤💗💗💗💗❤❤❤,normal_auto,high,-4,ủng hộ|chúc mừng,False
"Đã một năm trôi qua nhưng cái cảm giác ngồi trong rạp và tiếng nhạc này vang lên trong lòng mình vẫn như vậy. Đầy cảm xúc, đầy tinh thương và đầy những giọt nước mắt nữa. Nếu Bố già được chiếu ở rạp một lần nữa mình chắc chắn sẽ đi xem lại. Một bộ phim đầu tiên mình ra rạp xem và thực sự rất hay. Cảm ơn Bố giá",normal_auto,high,-4,cảm ơn|rất hay,False
"Tuyệt vời ! Có lẽ Ngọc Mai là ca sỹ hát bài này thành công nhất. Diễn tả nội dung bài hát, nhạc điệu, biểu cảm rất đẳng cấp.Chúc mừng TT Thúy Nga đã tuyển dụng được một ca sỹ tài năng !",normal_auto,high,-4,tuyệt vời|chúc mừng,False
"Chương trình hôm nay rất hay, xin cám ơn ekip❤",normal_auto,high,-4,cảm ơn|rất hay,False
Dr Cương thật tuyệt vời.Em nghe hết bài giảng cười từ đầu đến cuối.Cảm ơn Dr cương ❤️❤️❤️,normal_auto,high,-4,cảm ơn|tuyệt vời,False
"cảm ơn ss, e đậu được N3 nhờ tự học trên youtube của ss, nay thấy ss ra kênh podcast nữa. thật là tuyệt vời",normal_auto,high,-4,cảm ơn|tuyệt vời,False
"Một bài hát quá hay, hai giọng hát quá tuyệt vời, cảm ơn tác giả, cảm ơn hai ca sĩ MQ PN đã thành huyền thoại. Tôi nghe bài này cũng đã hơn 10 lần rồi mà sao vẫn cứ thích nghe mãi.",normal_auto,high,-4,cảm ơn|tuyệt vời,False
Hay quá em sẽ cố gắng tập trung xem sao ạ cảm ơn anh,normal_auto,high,-4,hay quá|cảm ơn,False
Chuyện rất hay cảm ơn giọng đọc của bạn mình sẽ luôn theo dõi và ủng hộ kênh của bạn ❤,normal_auto,high,-6,cảm ơn|ủng hộ|rất hay,False
"Xem Độ ko chỉ giải trí mà còn có những phút sâu đíp sâu lắng và cũng ko kém phần sâu sắc, mà càng trải càng thấy thấy thấm. Cảm ơn Độ nhiều. Một fan hâm mộ 8x đời đầu.",normal_auto,high,-4,cảm ơn|giải trí,False
Thầy dạy hay quá thầy em cảm ơn thầy,normal_auto,high,-4,hay quá|cảm ơn,False
quá đúng và quá hay khi ta buồn nghe là tư tưởng tâm hồn ta thấy hết mệt mỏi vì đời ta đã mệt mỏi từ lâu.,depression_auto,high,8,tự tử|mệt mỏi,False
"Ước gì ko bị bệnh vẫn đc học ở sg thì lễ nào có cha Phương Đình Toại con cũng đi hết , cha giảng đạo hay quá Cha ạ, Cha luôn thức tỉnh cho lứa tuổi trẻ mới lớn, thanh niên và trung niên tụi con ko vào những con đường xa ngã.Buồn khi trc đây ở sg mà cha ko có ở sg 🥺🤧 dận Cha quá đi bây giờ mới biết đến cha qua những đoạn giảng lễ rất hay và cực kì hay ❤❤❤❤❤❤❤",normal_auto,high,-4,hay quá|rất hay,False
Cảm ơn bạn đã chia sẻ những triết lý bổ ích,normal_auto,high,-4,cảm ơn|bổ ích,False
Hay quá ! Đã ủng hộ đầy đủ ạ ! Cùng phát triển ạ👍👍❤❤,normal_auto,high,-4,hay quá|ủng hộ,False
"Những việc đơn giản không cần phải so đo tính toán chi ly, những việc phức tạp không cần phiền não, những lúc ""bốc hỏa"" không nên nói chuyện, những lúc giận dữ không nên ra quyết định. Video hay quá, cảm ơn tác giả",normal_auto,high,-6,video hay|hay quá|cảm ơn,False
❤ bạn hát rất hay tuyệt vời kính lạy Phật muôn ngàn lậy,normal_auto,high,-4,tuyệt vời|rất hay,False
"Cảm ơn w5n, đúng lúc em đang gặp khủng hoảng… ^^",normal_auto,high,-4,cảm ơn|ủng hộ,False
"Rất hay, cảm ơn bạn ❤",normal_auto,high,-4,cảm ơn|rất hay,False
Bài H💯át Rất Hay Các Bạn Song Ca Đẹ💖p Lắm♥️ Anh H💗ùng Xin Chúc Mừng Các Bạn Rất Nhiều💖💯🌟🌏❤💘💟⭐⭐😎,normal_auto,high,-4,rất hay|chúc mừng,False
Mv lạ mắt kiểu kinh dị này e thấy việt nam mình hiếm lắm coi bị cuốn ý thông điệp của mv rất hay và ý nghĩa tại e tập trung coi mv quá nên giai điệu bài hát e sẽ nghe lại nữa..nhưng giai điệu rất bắt tay..thấy Cam diễn e nổi da gà chúc mừng Cam và ekip ạ!tuyệt vời!,normal_auto,high,-6,tuyệt vời|rất hay|chúc mừng,False
video hay quá b nó giưps mik rất nhiều,normal_auto,high,-4,video hay|hay quá,False
"Đây thực sự là điều em đang tìm kiếm, cảm ơn anh vì video tuyệt vời này, cảm ơn đã cho em nguồn động lực cũng như giúp em hiểu rõ bản thân mình hơn. Chúc anh luôn may mắn và thành công trong cuộc sống ạ!!",normal_auto,high,-4,cảm ơn|tuyệt vời,False
"Qua hay tam tinh ngot nao truyen cam rat nhieu lam Nang Ca si rat xinh dep xinh tuoi Phuong Anh dep xinh de thuong ,qua tuyet tuyet voi .Cam on Phuong Anh dep xinh de thuong rat nhieu .💝🎀❤️🌷🏵🌺🌸🌹🎼🎵🎶👍👏💝🎀❤️🎼🎵🎶☘️🌷🌷🌷🌷🌷🌷🌷🌷🌷☘️🏵🎼🎵🎶💝",normal_auto,high,-6,cảm ơn|tuyệt vời|dễ thương,False
Mình cũng trầm cảm 3 năm rồi dù có đỡ hơn lúc mới bị nhưng vẫn thấy trống rỗng và hoang mang mỗi ngày.,depression_auto,high,8,trầm cảm|trống rỗng,False
Bài tập này nhẹ nhàng nhưng rất tuyệt vời. Hết cơn đau đầu ngay sau khi tập. Cảm ơn thầy giáo rất nhiều,normal_auto,high,-4,cảm ơn|tuyệt vời,False
