row_id,text
s8-0258,Súng này bán ở đâu vậy
s8-0259,còn 10 ngày để thi tuyển sinh lớp 10
s8-0260,Câu số 2 nếu bị trúng thì cũng không giúp ích được gì Nếu đẩy xuốn thì ko chỉ chết năm ng mà ng bị đẩy xuốn chết luôn😢😢😢
s8-0261,26 /2/2020 con ai k
s8-0262,"Ủa ""con nhỏ"" đó là cj mà😂❤"
s8-0263,Mình cũng vậy nghe xong chị thiệt đi một tí rồi lại tỉnh lại
s8-0264,"Thứ tư:phụ huynh hứa nhưng ko lm, ngược lại còn mắng chửi conn😢"
s8-0265,Cơm nhà người quen sẽ cảm giác như thế nào rất là ngại và không ăn gì cả nhưng mà người ta lại cứ ép mình ăn cho bằng được thì mới thôi buồn cười chết đi được😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😃😃😃😃😃😀😀😀😆😀😆
s8-0266,Bình tĩnh dữ
s8-0267,Sao ko ai thử với pico
s8-0268,Quên làm CACQ đi .
s8-0269,"bài này mà phương anh hát, chắc chải hết nước mắt 😢"
s8-0270,Tôi ước gì bạn thân của mình có thể xem được video trước lúc nó quyết định vc ra đi mãi mãi :(
s8-0271,Trong câu chuyện này.tôi thấy khi.bà Sống. Các con cũng có trách nhiệm với mẹ hãy thông cảm cho các con.vì cuộc sống cơm áo gạo tiền. Các con cũng phải lo cho các con của chúng nó.cho gia đình riêng. Xã xôi k về được không nên trách con.nhưng trách cô con gái là hỏi di chúc.chắc cũng nợ ngập đầu. Hãy thông cảm cho các con.thời đại này không bươn chải thì không ổn
s8-0272,"""con đường do bản thân mình lựa chọn, dù có quỳ cũng phải đi cho hết"" nhất định cố gắng đậu đại học❤"
s8-0273,"Sao không chi tiền vào màn chắn ng nhảy xuống tàu điện nhỉ, hay chính quyền muốn bào tiền của dân"
s8-0274,Kể lại vs gia đình mà gia đình k tin Mách cô thì cô ừ 2 cái Xong quay đi quay lại chẳng thay đổi đc j🤡
s8-0275,Vẫn có đứa nghĩ học sinh giỏi từ lớp 1 đến lớp 9 là giỏi :))
s8-0276,2020 ai còn nghe koooo
s8-0277,2023 vẫn nghe cảm xúc vẫn vẹn nguyên như ngày đầu
s8-0278,"1h20p sáng 25/2/2025, mong rằng lần tới khi nhìn thấy những dòng này em đã không còn khóc nữa. Em mất ngủ, sợ hãi, nó ám ảnh em mỗi đêm. Mong em sẽ sớm khỏe, cười nhiều và hạnh phúc hơn. Vì có nhiều người luôn bên em và mong em hạnh phúc hơn. Cố lên H❤"
s8-0279,Em thì rất tự tin và nói chuyện với chủ rất bthường...nhưng người làm chung em rất rụt rè làm em rất khó chịu vì chuyện gì cũng thông qua em
s8-0280,"Dành thời gian chăm sóc, yêu thương bản thân và phát triển bản thân để nó tràm đầy năng lượng. Khi đó, làm việc sẽ hiệu quả hơn dễ thành công hơn."
s8-0281,"Kế hoạch được vạch ra, kế hoạch 3 năm, 5 năm. Làm tận tụy trong công việc, nếu có phát triển trong sự nghiệp thì làm tiếp, còn nếu chả thấy phát triển gì thì đúng hđ ngừng lại làm theo kế hoạch vạch sẵn."
s8-0282,"ultr nếu nó k bị lỗi font chữ là 100 điểm rồi, mãi t mới tìm thấy có người sub 3 bài này 55"
s8-0283,"chị đừng buồn nữa,hãy kiên cường lên .Đừng vì ngta mà đau khổ hãy sống cho chính mình và cả đứa con của mình nữa,hãy lạc quan và yêu đời chị nhé.cố lênnnnnnnnn !"
s8-0284,Có gì đâu mà buồn cười buồn cười thì bạn đừng nghe đó chỉ là an ủi chính mình thôi mà có gì để cười đáng trách
s8-0285,Chú bằng cấp gì mà ghê
s8-0286,"Thầy làm vid hướng dẫn cách nói chuyện phá băng đi ạ. Khi gặp người lạ e hay ngại lắm, có cách nào làm mất đi khoảng cách giữa 2 người k ạ???"
s8-0287,Bạn tìm mấy video này ở đâu vậy
s8-0288,"2 năm nay tôi đã ko xem sóng vì không có hH, sóng chỉ hay khi có HH"
s8-0289,7:46 Chị dùng app/web gì để đếm giờ đồng hồ trên mt vậy ạaa?
s8-0290,Đôi khi thật lòng thật dạ đối đãi thì lại mất hết
s8-0291,ko còn có nhau thôi nhé gặp nhau càn buồn
s8-0292,"mấy người nói nghe thế nào ấy, đây chỉ là video bài hát thôi sao mọi người dị nghị chán thế"
s8-0293,:))) 6 thì có cả 6:))
s8-0294,ảnh thứ hai chắc nó chỉ là hoa văn gỗ thôi nhìn ko giống mắt lắm
s8-0295,nhớ e không chị
s8-0296,Trường bà có cắm trại hongggg❤
s8-0297,"Bọn khôn nó ngồi điều hoà rồi vẽ, k theo bản vẽ nó bắt bên thi công làm lại đó thằng quay video ạ"
s8-0298,"cái đầu sai sai à nha, nó giống trêu chọc mà trêu chọc để gây sự chú ý mà(ykr)"
s8-0299,"tôi thì lại khá yêu đời lắm vì tôi có nhiều người bên cạnh tôi họ là những phần quan trọng trong tôi họ luôn bên cạnh tôi,bảo vệ tôi,họ luôn an ủi tôi khi tôi buồn,động viên tôi,coi trọng tôi và nhiều hơn thế nữa nên tôi khá yêu đời nhưng ko phải là tôi ko ghét bản thân mk đôi khi tôi cx khá ghét bản thân mk vì một lí do mà tôi ko thể nói đc ^^"
s8-0300,Bố kiểu thì ra là chúng màu chơi game à
s8-0301,Xíu ngay tại chỗ không ai cứu luôn hả😂😂😂😂😂😂?😂😂😂?
s8-0302,Vây ko uống thuốc dù thảo dược thì xin bs nói cách ăn toàn để ngủ sâu ngủ ngon ạ
s8-0303,Những lúc như vầy chỉ cần vậy thôi ...
s8-0304,mị phát hiện ra là cuốn sách éo có chữ mà đọc như đúng r:v
s8-0305,Nghe đi nghe lại không chán.
s8-0306,Trăng non đến tuổi trăng tròn. E nay đến tuổi hay thường mộng mơ.
s8-0307,bai hat nao hung hatcung muon 🎉🎉🎉公会了吗
s8-0308,"Anh làm vid bạn từng thân, dù không nói nhưng chẳng còn là bạn thân, người mình tin tưởng được không ạ 💖?"
s8-0309,"Chia tay anh em buồn quá ,em nhớ anh"
s8-0310,Các bà ngày trước thường áp dụng theo cách xưa rích nên không biết hoa đồng của thời bay giờ nên dễ xảy ra moi tình huống .
s8-0311,"Bà này có bồ, mới 50t...nhưng mưu cao, hỏi anh Đinh Đoàn cho ck nghe để ra vẻ hết nhu cầu, qua chương trình, tôi khuyên ông ck 1, vk nếu có bệnh nền( ko bàn), còn ko theo dõi 2, đi đâu phải báo cáo..vì động viên ck đi bà khác, mình đi thg khác 3, khóa chặt thời gian bà này lại Chỉ cần 3 điều này bà này lộ tẩy ngay đi ông ck 52t à"
s8-0312,“ Điều khó hơn lời xin lỗi đó chính là tha thứ. Đặc biệt là tha thứ cho bản thân bởi không ai có thể nói cho bạn biết là bạn nên làm gì ngoại trừ chính bạn thân bạn “ - 1000stars
s8-0313,What a bad kid
s8-0314,"Mong lời nói đi đôi với việc làm . Đừng lừa dối nhau nữa , buồn lắm"
s8-0315,"Ngày trước cứ tìm được điều gì sống được là ok, bỏ qua tất cả. Cũng muốn sống lắm"
s8-0316,Bây h là 23h30 chủ nhật mai có 1 bài kiểm tra 15p nhưng mình ngồi vào bàn học lúc 21h mà bấm đt tớii h chuẩn bị đi ngủ và đang xem video này k bt mai ntn đây
s8-0317,Mật ong kỵ với sữa
s8-0318,Hôm nay là 1 ngày tồi tệ đối với mình ... Nhưng ko sao còn sống là tốt rồi ...ngày mai ko thì tháng sau năm sau sẽ ổn hơn ... Nhìn lại câu chuyện của mình chưa là gì so với người khác ... Cuộc sống vẫn chưa kết thúc cơ hội của mình vẫn còn
s8-0319,Có ai nghe không ta😍😍😍
s8-0320,em đã không giữ được nhiều hạnh phúc cho anh !
s8-0321,Huân huy chương kháng chiến cấp cho người tham gia chống Mỹ Huân huy chương chiến thắng cấp cho người tham gia chống Pháp Vì vậy người tham gia sau 30 / 4 / 1975 không thể có loại huân huy chương đó Vì vậy không được xem là người có công ngoại trừ là thương bệnh binh liệt sĩ
s8-0322,4/7/2025 vẫn dang nghe
s8-0323,"Dopamine detox, Flow, Deep working, lifting weight, meditation..."
s8-0324,hại não
s8-0325,"Hi bạn mình chưa từng nghe podcast dạng kiểu ntn nhưng trải nghiệm của mình giống bạn nhưng khác bạn là mình hướng ngoại làm chương trình, các mối quan hệ rất tốt và khá nhiều nhưng bẳng đi 1 thời gian mình trục trặc tình cảm, rồi công việc khiến mình thu mình lại nhưng mình tìm niềm vui bằng cách tập gym, decor phòng, làm nhạc,... Mình thấy cũng khá thú vị. Giờ mình như một cái đèn bình thường thì nó sẽ tắt nhưng khi cần nó sẽ bật lên để chiếu sáng một cách tối đa. Cũng khá vui. Thời gian trước khi mình đc trạng thái như bây giờ thì mình khá tệ. Stress này nọ đủ thứ mập phì ra và khi control đc thì mình đã giảm được 12kg và chính những thứ như vậy đã làm cho mình vui trong mọi lúc."
s8-0326,vấn đề là làm thế nào để tìm được con dấu và đánh dấu nó như thế nào
s8-0327,Cô giáo gào thét 😢😂
s8-0328,Bk nữa là sao hả sao Việt đi ngủ đây mãi đi tìm sự thật là dễ dàng nhận
s8-0329,Con cảm ơn cha vì đã chia sẻ những thông tin rất hữu hiệu và bệnh trầm cảm. Con xin thêm chút thông tin là sự khác biệt giữ nam và nữ trong bệnh trầm cảm là nữ họ dễ dàng chia sẻ hơn nam nên dễ tìm được sự trợ giúp hơn. Mọi người chúng ta cũng nên để ý hơn những thay đổi trong cử chỉ và thái độ của người xung quanh ta để giúp họ vượt qua được bệnh trầm cảm càng sớm càng tốt và để tránh những điều hối tiếc có thể xảy ra.
s8-0330,Ông cứu hộ đang cang 2 con mắt r nhìn👀
s8-0331,27/12/2019 em đi rồi 5 năm tôi đợi em khi em ko hp em có thể quay về nhưng không em lại muốn rời t đi thêm lần nữa thanh xuân t dành cho em . em lại xem là thừờng
s8-0332,"Cả trăm truyện nội dung na ná như nhau . Tất cả đều nói xấu ngườ mẹ , hình mẫu này chắc là mẹ của tác giả ?"
s8-0333,Bài hoa cỏ lau đâu rồi bạn?
s8-0334,Tưởng nó bao sữa chua nữa mò lại làm trò hề 😂😂
s8-0335,cj nghĩ sao về 1 ng cha/mẹ có cả 2 đặc điểm nhưg mà lại đc ng ngoài nhìn thấy như 1 ng cha/mẹ tốt
s8-0336,Quen hồng hài nhi hả má❤❤
s8-0337,Em thông cảm cho mẹ. Nhưng ở chung nhà em thì khó sử quá. Và ông ta có lương hằng tháng không. Nếu ông ta không có tiền lương thì cũng hơi mệt đó em
s8-0338,Thế giới này như đang được lập trình.
s8-0339,Vs lại vẫn là học sinh nên các bn ns chuyện vui trêu đùa nhau chứ k thể nghiêm túc và suy nghĩ như người lớn đc ạ
s8-0340,Bây giờ chẳng muốn nói gì hết chỉ muốn nói là nếu có Ai gửi được lời nói này đến gia đình tôi thì hảy nói là đừng đánh tôi nếu tôi làm sai giết tui đi đâm tôi ik vì đâm đau chút sẻ hết đau đến kiếp sau còn đánh sẻ thấm hơn tui mệt mõi lắm rồi ai cứu tôi ko 😕😞😔😖😫
s8-0341,25/03/2026 còn ai không
s8-0342,có ai 2024 mà còn xem ko?
s8-0343,Ảo ma Canada
s8-0344,h ko ai hát nữa bài tủ chắc vv
s8-0345,13/11/23 ai còn nghe không a
s8-0346,Cái này cũng là mèo những mà là mèo tới từ bình dương
s8-0347,Cảm ơn chị rất nhiều . Do tâm lý tuổi dậy thì nên dạo này e cũng cảm thấy hơi tiêu cực. Cứ ko ngừng ép bản thân và so sánh mình với người khác rồi cảm thấy mình yếu kém rồi cứ suy nghĩ lung tung về những thất bại của bản thân . Tại sao cùng là bạn mà họ thì thành công còn e thì thất bại ? . E luôn tự đặt ra câu hỏi như vậy và càng khắt khe với bản thân hơn . Nhiều lúc đêm khuya cứ mất ngủ chỉ vì 3 chuyện này . Có lẽ e nên tập trung tìm ra ưu điểm của bản thân và nhớ rằng: Mọi so sánh đều là khập khiễng
s8-0348,Cha mẹ ai mà chả kỳ vọng con mình sau này sẽ trở thành thiên tài như Einstein. Nhưng cũng phải biết sức học của con mình đến đâu chứ. Đâu phải thấy con người ta giỏi con mình cũng vậy đâu
s8-0349,Vừa chia tay cg xem thấy video này ...
s8-0350,6/7 và mình đã bỏ buộc 19/3/25
s8-0351,Bài viết o sắc xảo lắm mà mới đọc vài hàng chừng 30 giây lại phải nghe quảng cáo tầm 5 phút bực mình quá o muốn nghe nữa
s8-0352,Bọn sư tham nhũng rất cảm tức cách tu khổ hạnh của sư Minh Tuệ vì thế chúng sẽ quấy phá bằng cách xúi giục bọn lưu manh gây sự vu khống đoàn hành tu dù không hề trêu ghẹo gì chúng!
s8-0353,"Người ta nói học âm nhạc, mỹ thuật, TD cấp 1 cấp 2 nhàn lắm ngồi chơi cũng có điểm à, mà hồi em học là những thầy cô đó là những chuyên gia đì học sinh xuống luôn không vừa ý những thầy cô này là ch*t"
s8-0354,Nghe bài này rất là tốn thuốc kkk
s8-0355,sao mấy thằng này nó gan vậy trong quân đội súng ống quá trời mà bắt nạt
s8-0356,Kế câu chuyện ko Theo trình tự người nghe ko muốn nghe tiếp
s8-0357,"Tà thần, chúa ở đâu, cha nào làm phép lạ"
s8-0358,tôi không đủ khả năng nhưng tôi chắc chắn sẽ thử
s8-0359,anh huy kiểu tiểu ly phi tao dao ko bằng tao phi dép:))
s8-0360,Càng nghe càng cảm bà mẹ chồng này
s8-0361,"Chia màn hình làm 4 . Nhìn tập trung 2 phần dưới , nhìn phần bên trái thì quay sang trái , nhìn phần bên phải thì quay quên phải thôi ."
s8-0362,bộ này ta có từng gặp rồi tuy ko đọc nhưng nhớ mang máng nó là. xuyên không ta sở hữu hệ thống xuyên không bắt đầu tu luyện trong bụng mẹ
s8-0363,Em rớt môn văn r
s8-0364,em nghĩ sau này nếu có con e sẽ chúc nó học vui thay vì học giỏi
s8-0365,"Ai đang đọc được dòng này, mong rằng bạn luôn mạnh mẽ và bình an. Cuộc sống đôi khi mệt mỏi, nhưng hãy nhớ rằng khó khăn nào rồi cũng sẽ qua. Hãy dành cho mình một chút thời gian để nghỉ ngơi, buông bỏ muộn phiền và tiếp tục tiến bước. Bạn xứng đáng có được hạnh phúc và bình yên. ❤"
s8-0366,2 th đầu câu th 4 nói ai hỏi còn lại nó thì
s8-0367,Và ở đây ai cũng ăn mì :)
s8-0368,Qua từ tiktok cái clip ghi :pttm thành cgai để trả thù cho mẹ và cái kết
s8-0369,Troll Việt Nam cho lắm vào thế là mất điện thoại
s8-0370,Có ai vừa nghe vừa lướt xem cmt...để tìm một người đồng cảm..
s8-0371,mối tình 5 năm của tôi không bao giờ phai
s8-0372,Nhớ ng êu cũ😂
s8-0373,Con cái sau này nó nhìn thấy video của mẹ nó nó sẽ mạnh mẽ hơn có động lực hơn nhiều
s8-0374,"Có đứa bạn tốt vãi ò,ghen tị ghê😢"
s8-0375,Mé ảo thặc đấy
s8-0376,"Minh cho tôi hỏi ra đảo có phải xin phép ko, nếu có thì xin ở đâu vì nghe nói đó là đảo quân sự, đk lưu trú ntn, tks"
s8-0377,chị Vy thử thách cấm cười bằng phiêu tơ đi ạ
s8-0378,"có.có đó, tôi đã gặp mấy người vô ơn, giúp họ xong, họ vô ơn bội nghĩa"
s8-0379,bài học sống còn là học cách tự lực
s8-0380,Nói chung là ai cũng có hết á có người ko bị là thần thánh òi🙃🙃🙃
s8-0381,"Nghe bài hát liên tưởng tới Noel đi 1 mình 1 ngựa ngoài đường, hòa vào dòng xe đông đúc của SG, hoặc vào 1 quán cf nào đó nhìn dòng người qua lại. Nói chung là nôn Noel. :))"
s8-0382,😂 Ông ở đâu mà nói chuyện cầu giấy theo giac mà cứ giẻo mở
s8-0383,0:26 kể từ bây giờ hôm nay không được chơi free fire
s8-0384,"Quyết định nhập ngũ lưu tại bộ phận phụ trách quân sự ở UBND phường, xã lưu giữ."
s8-0385,Mấy đứa trẻ sau này toàn nghe tiktok cover chứ làm sao biết mấy bản này hoặc chỉ có gen z có tuổi thơ có anh chị ba mẹ lớn tuổi mới biết thôi
s8-0386,Trước mất bài này e nghỉ hát luôn
s8-0387,Khi bạn coi tiểu thuyết quá 180 phút kiếu🤣🤣🥀
s8-0388,Tưởng j tui còn chia ra 6 bán cầu não để xem collap amongus của hololive nữa là :))
s8-0389,Câu chuyện sao giống như cuộc đời của mình
s8-0390,1:32 nghe giọng đoạn này tưởng thuyết minh=))
s8-0391,Tôi tự hào vì bố mẹ tôi có tất cả 😂 và hình thành 1 tính cách bướng bỉnh như tôi
s8-0392,"E lo quá shop ơi, tụi lớp chọn bồi dưỡng cùng khối với e đồng loạt chọn chung 1 hội đồng trường khá với e ..."
s8-0393,Còn ai nghe bài này không
s8-0394,Tôi sống vì linh hồn tôi với chúa
s8-0395,Đang nghe sắp ngủ thì quảng cáo tới! Hơi cọc
s8-0396,Lỗi rồi lúc chồng bị lấy tự nhiên cười😂
s8-0397,❤ thương bà quá sinh con ra nuôi con lớn thành người làm giám đốc và lấy hết tiền nhà của cha mẹ bán trao cho nó để rồi nhận lấy một phích nước sôi ❤❤❤❤❤❤❤❤❤
s8-0398,"Mình nghe và mình là người trong câu chuyện đó , dù cố để làm hết sức những nhương vẫn như lưỡi cưa"
s8-0399,"""Cháu là Yến à?"" Sau đó ""Linh sao mày lại đến đây?"""
s8-0400,"Lyric:😂 Vạn lời yêu thương, cũng hết sau hai từ chia tay Ngàn lời hứa sẽ yêu mãi, cũng theo gió bay về trời Anh có muốn khóc đâu, chỉ vì tiếc nuối cho những tháng ngày mình bên nhau Thời gian có xoá mờ niềm đau. Liệu rằng duyên số, có thứ tha cho mình không em Người ban hạnh phúc, ta bán đi đổi lấy hiu quạnh Em có nuối tiếc không ? Chỉ vì đôi phút nóng lòng mà đánh mất Người đã có với mình cả thanh xuân. Nếu như có thể xin đừng làm nhau đau Vì cuộc đời dài ngắn, ai biết ngày mai sau Có ai sống quá 1 lần Mất nhau cay đắng muôn phần Kiếp sau hứa sẽ bên nhau, biết được không? Vết thương xác thịt, đau rồi còn qua mau Vậy tình cảm ta trao, đau rồi làm sao khâu? Trái tim muốn nói một lời Muốn bên em suốt cuộc đời Trót thương nhau ở kiếp này. Xin đừng hẹn kiếp sau.. Cho 1like nhé mn."
s8-0401,Có ai nghe lại không 28/5 2026
s8-0402,Tôi đoán BĐN không bao giờ lọt vào bán kết..👍
s8-0403,"Cơ bản là việc ai nấy làm, k ai muốn chạm đến ai. Chính vì như vậy nên mới tiêu tốn ngân sách bấy lâu, 1 con đường đào lên dăm 3 lần là vì vậy, hôm nay ông cống đào, hôm sau ông điện lực, hôm sau nữa ông cáp, rồi ông cấp nước. ....... nếu đồng bộ thì đào 1 2 lần làm cùng lúc thì cái đường nó đâu có nham nhỡ, mà nó nham nhỡ thì ra cào lên cán lại.... việc đầy ra 😂😂😂😂 Mà để ý kỹ thì mấy này dân bắc mạnh dạn quay clip ý kiến chứ dân nam biết vẫn im và đi qua."
s8-0404,Khong hiểu tại sao phải để nhạc..mất hay
s8-0405,"""làm xong cái này rồi nghỉ hưu em ơi"""
s8-0406,Tôi đã là một cccb đã được cết nạp vào Hội có được hưởng bảo hiểm không?
s8-0407,Đây là hình lập phương mà 😂 Mà nếu như vẽ vậy sẽ ra hình học phẳng phải nét đứt thì nó mới ra hình học không gian😅😅😅
s8-0408,"Qua lão live sớm quá thành ra toàn mấy thằng trẻ con vào đòi chơi game nhặng lên. Truyện đêm muộn nó là đặc sản k thể thiếu ở kênh rồi, game cả năm vẫn đòi game"
s8-0409,Xin hãy viết dựa vào những những gì mà tác giả có ý định lúc ban đầu; tại sao lại hỏi đến các phiên bản; người đọc biết rằng chuyện viết là hư cấu thôi.
s8-0410,Đau lòng quá... tiếng ca cháu... quá day dứt trái tim 💓
s8-0411,Mọi người cũng có thể đặt tiêu chuẩn mới ấy
s8-0412,nghe ma nha thoi gian moi lon di lam xa nha
s8-0413,Trời em có cả 22 dấu hiệu luôn ạ
s8-0414,"Đài Loan họ độc lập mà,có tiền riêng,hộ chiếu riêng...hàng năm rất nhiều người VN qua đó kiếm tiền mà"
s8-0415,Sắp đi nghĩa vụ quay lại chỉ mong được 100like
s8-0416,Tôi nói một điều chưa được rõ ràng ở chỗ cựu chiến binh Việt Nam những người tham gia kháng chiến chống Mỹ chống Pháp hoặc chiến tranh biên giới trực tiếp cầm súng Bảo Vệ Biên Giới Bảo Vệ Biên Giới cũng là cựu chiến binh những người tham gia nghĩa vụ quân sự trong quân đội sau này nên thay đổi gọi là cựu quân nhân thì mới chính xác không thể gạo nếp gạo tẻ đánh đồng với nhau được
s8-0417,"Quan tâm mẹ gì tới liên hiệp quốc. Mang tiếng tổ chức có nhiệm vụ duy trì hòa bình và an ninh quốc tế, thúc đẩy quan hệ hữu nghị giữa các quốc gia, thực hiện sự hợp tác quốc tế và làm trung tâm điều hòa các nỗ lực quốc tế hướng đến các mục tiêu chung. Nhưng đã xứng đáng đâu, vẫn là những nước lớn chi phối nước nhỏ. Lãnh thổ người ta dân họ đồng thuận với chính phủ hiện tại là được. Đổi tên thành liên hiệp hão đi cho rồi."
s8-0418,Hãy hợp sức mạnh nhân dân thì mới dẹp được bọn độc tài.
s8-0419,Những kiến thức mà chẳng ai chỉ sẽ chỉ cho bạn ❤
s8-0420,Tui tưởng burnout của forsekan :)))
s8-0421,"Vậy cho mình hỏi, làm như thế nào mới hết ạ"
s8-0422,Nhìn cái đầu tiên cứ tưởng one piecie trong truyền thuyết đây mà:)))
s8-0423,Bài nhạc quá hợp hoàn cảnh
s8-0424,yêu bản thân trước khi yêu người khác
s8-0425,Tui cũng vậy 😢
s8-0426,Tui cũng vậy 😊
s8-0427,Cô đơn chất lượng cao là Có thật!!!
s8-0428,Toi cam on bac si da xe bai giac ngu toi bi mat ngu lau roi nay phai nho den thuoc bac si a
s8-0429,Buồn.?
s8-0430,Tàu bay là những tên ở trường sơn lần đầu thấy máy bay tưởng là chiếc tàu nó biết bay nên chúng nó đặt là tàu bay. Những chiếc tàu này khi đáp xuống chúng đậu vào cổng lên xuống chúng nó đặt là cảng luôn. Vì tàu phải đậu vào cảng chứ.
s8-0431,Thật ảo diệu
s8-0432,"Đáp án đúng là : luk có luk ko bởi sớm nắng chiều mưa . Nhưng , yêu thì ko . Chỉ laf Cái tôi của họ cần dc xoá dịu"
s8-0433,Đúng là tuổi trẻ chưa chải sự đời🤣🤣
s8-0434,Đôi khi cách ta rời đi và nhìn cô ấy được 1 người tốt hơn mình chăm sóc lo toan mọi thứ cho cô ấy cũng làm ta mỉm cười và bước đi tiếp ...
s8-0435,"Xem mà muốn khóc ấy trời, e năm nay lên cấp 3 từ bé e cũng thấy bản thân mình không được xinh đẹp như những bạn cùng chan lứa, thấy bản thân mình không được dễ thương hay xinh xắn nhỏ bé như những bạn nữ khác. Em cũng chẳng biết chia sẻ với ai vì bản thân không có bất kì một người bạn nào thân thiết nên đôi lúc cũng chỉ lặng lẽ khóc thôi ý. Gặp được một người cũng từng có hoàn cảnh giống mình e thấy được an ủi hẳn. Với lời khuyên mà chị đã gửi gắm, em mong bản thân sẽ có ngày dần dần trở nên nhẹ nhàng với bản thân của mình hơn! Tysm❤"
s8-0436,"Bà mẹ chửi là đúng rồi 😂😂😂 Hỏi cha mẹ tui bây, mầy thích chơi game không thích đi học Xem cha mẹ tụi bây trả lời sao😂"
s8-0437,"Tôi tái ngũ 1978 tháng 12 năm 78 chiến đấu biên giói tây nam tháng 1 năm 79 sang cam fu chia trực tiếp chiến đấu làm nhiệm vụ quốc tế đến tháng 7 năm 83 phục viên chuyển ngành thời gian quân ngũ là 5 năm ba tháng ,thời gian chiến đấu là 4 năm 6 tháng mà lúc phục viên có huân chương kháng chiến hạng 3 nhưng đến nay vẫn chưa đc nhận"
s8-0438,Mới đó mà 8 năm rồi
s8-0439,Bệnh viện này ở đâu
s8-0440,"Cô ơi, có cách để hết 2 cái đó ko cô"
s8-0441,cái điệu bộ giật mình
s8-0442,Cảm ơn thầy rất nhiều . Khi con gặp cảnh đau khổ trong cuộc sống này.. con còn mãi lay hoay giữa cuộc đời vô thường con vô tình nghe được bài giảng của thầy con như người u mê chợt tỉnh giữa cuộc đời này..con chợt nhận ra rằng cuộc đời này rất vô thường ko gì là mãi mãi.. kể cả tình cảm con người. Con chợt nhận ra mình còn chưa chửa lành tổn thương trong sâu thẳm tâm hồn mình...con cần quay về là chính con và phải tự chữa lành những tổn thương sâu thẳm trong tâm con. Con không biết đến khi nào con mới trở lại bình thường như ngày xưa. Nhưng con sẽ thật cố gắng tự chữa lành vết thương trog tâm hồn mình.. con rất cảm ơn thầy có những bài giảng thật ý nghĩa và hữu ích để con có thể hiểu thêm về mình..và có thêm niềm tin trong cuộc sống này ạ..Nam Mô A Di Đà Phật! 🙏🙏🙏🙏🙏
s8-0443,2/12/2021 ai còn nghe
s8-0444,Không hiệu quả nhé . chọt được vào móng là ra nhiều máu lắm .
s8-0445,Bật nhạc sóng alpha học thêm đc khoảng 56 phút 37s đó là tôi chứ các bạn thì.... tôi không biết😅
s8-0446,Hạt ko dk thì đọc
s8-0447,Em xui lắm chị ra về em lấy ra chơi xíu mà thằng ngồi bàn trên lấy rồi đem dục thung rác. Nghĩ thấy tức mà thôi kệ tại nó lớp phó học tập :)))
s8-0448,"16/03/2025 năm nghe lại chuyện mà nằm khóc như mưa, là 1 người trong cộng đồng LGBT nên mình thật sự đồng cảm và thương ng b trong chuyện"
s8-0449,có cách nào để tải game mà không bị bố phát hiện ở máy Oppo đi ạ
s8-0450,"Tạm biệt, đã đến lúc phải nói câu này"
s8-0451,Kênh cho mình hỏi là mình muốn bắt đầu học lại tiếng Anh từ con số mục tiêu là đc 9 điểm anh có cách nào hiệu quả không❤❤
s8-0452,2026 rồi còn coi video này hả
s8-0453,Quay lại vì bò cạp Bắp tên khoa học là Ribi Sachi :v
s8-0454,"Sao anh ấy nói đúng, mới iu cái gì cũng làm cho mình giờ bùn gấp đôi."
s8-0455,Còn ai nghe ko 21/11/025
s8-0456,Có ai vừa nghê. Vừa đọc bl như mình ko?
s8-0457,Có cô vợ như vậy đúng là có vất vả đúng không😊😊😊😊😊😊
s8-0458,không để link mua hả bạn
s8-0459,chính tên hùng lại là...
s8-0460,hát thì thấm mà đấm thì đau <3
s8-0461,"Còn việt cộng, người dân Việt Nam đừng mong có tương lai."
s8-0462,Từ Rap Việt theo sự giới thiệu của Karik. “Khoảng cách của cậu con trai với bố nó tỷ lệ thuận với khoản nợ cả gia đình nó gánh trên lưng” thấm vãi
s8-0463,Khi thi phải tính lại tỷ lệ tham khảo. Ko nên lấy số trung bình. Ví dụ lấy 300 mà 1000 thí sinh thi thì có nghĩa là phải chọi 700 chứ ko phải chọi 3
s8-0464,chụp thêm chục quả nữa chắc thủ môn đái ra quần 😂😂😂
s8-0465,Cô gái ơi hãy mạnh mẽ lên đi ngay ..đừng để họ hành hạ nhiều mà khổ thân
s8-0466,nghe chiêu vãi
s8-0467,1/5/2025 tìm người
s8-0468,Tuổi thơ của e.
s8-0469,Sao toi nghe e thuy hat bai nay tôi thich lam .
s8-0470,"98 ở trung quốc là 9,8 còn đòi j nửa"
s8-0471,Tôi từng crush cậu ấy dẫu sao cũng chỉ mình tôi biết bây giờ không còn cr nữa duyên số lại cho chúng tôi học chung một lần nữa với danh phận “ bạn cùng lớp”
s8-0472,A pew vào hội nông dân vẫn ẹp zai nhể
s8-0473,"Xin bái phục những hiểu biết của thầy về stress, thầy giỏi hơn cả GS,TS y khoa"
s8-0474,Co ai tu ticktoh qua day giống như minh Ko
s8-0475,2h em chưa ngủ đc nên comment nè :))))
s8-0476,"Hết năm rồi, có ai nghe lại vẫn còn chút j động lại trong lòng k mn"
s8-0477,Câu nói kinh điển của MV này là vậy tại sao chúng ta ko làm một phép thử
