comment_text,label,weak_label,confidence,depression_score,matched_keywords,text,source,weight
,1,,,0,,"1:59 6:33 mình hay nói về việc mình yêu ngủ đến mức nào, sẵn sàng chết để được ngủ, nhưng chắc do vui vẻ khùng điên là những gì ngta ấn tượng về mình, mn đều xem đây là chuyện vui rằng mình mê ngủ yêu ngủ ngủ nướng ngủ khắp nơi ... để rồi mình tự nhận ra bản thân đang gửi đi tín hiệu, giống như những người có vẻ như đang sống vui vẻ khiến gia đình bạn bè bàng hoàng khi t4t4, không ai nhận ra những câu nói hành vi bth hay kì lạ đó cho đến khi họ thật sự t4t4, nên mình dừng lại việc nói rằng ngủ tuyệt ra sao mình muốn ngủ nhiều thế nào, vì cốt lõi mình chỉ muốn biến mất thôi, muốn mất kết nối với thế giới, tình cờ ngủ lại giúp mình làm điều đó",round5_active_learning,3.0
,0,,,0,,Chưa đầy nửa năm tôi đã mất đi bố mẹ và con trai của tôi còn nổi đau nữa k chứ 4:34,round5_active_learning,3.0
,0,,,0,,Bất lực toàn tập là có thiệt 😂😂😂,round5_active_learning,3.0
,0,,,0,,Vì sao thế nhỉ? Là giải pháp tốt nhất cho những lúc mệt mỏi hay áp lực một việc gì đó trong cuộc sống đối với mình luôn ấy🙉:)) I love VSTN💗💗,round5_active_learning,3.0
,0,,,0,,"h mn có giải thik có nói cho tôi hiểu thì cx ko thể phủ nhận rằng ban đầu tôi ghét lâm phong , ghét khi cậu đc đem ra so sánh vs nu9 lm cô đau khổ , ghét khi bt ngta ko thik mình nhx vẫn bám lấy , ghét khi chx bh học bài nhx chỉ cần một kì thi liền như phủ nhận hết công lao học tập của ngkhc , ghét khi ai cx gọi cậu là thiên tài , mà th kệ đi hạnh phúc là đc",round5_active_learning,3.0
,0,,,0,,"Em chào mọi người ạaaa. Em là một người con gái 15 tuổi. Em mới vào moi trường c3 gần năm học rồi ạ. Em là một đứa có ngoại hình xấu. Lúc em để tóc dài Em thấy khoing hợp sau khi em cắt tóc tomboy như con trai ấy . Trong khi học năm c2 em thấy còn bth đến khi em vào học c3 có nhiều người nói em nhiều lắm và em cũng siêu buồn luôn. Họ nói em là mặc đồ xấu , chê em mặc quần đùi xấu, em biết ạ nhưng em thực sự không có nhiêuf tiền để sắm nhiều đồ. Chân em hồi nhỏ bị bỏng ở mắt cá chân họ thấy và bảo em ở bẩn.:(( thật sự đó , em cũng muốn mình được đẹp như bao người mà. :(( roi em có yêu 1 người rồi người đó đem em ra làm người thay thế . Saukhi em biết thì đã dừng lại rồi ạ. Nhưng người ta vẫn kháy đểu em . Nói em khoing đẹp băngd họ:(( em siêu tự ti về ngoại hình em luon😢",round5_active_learning,3.0
,0,,,0,,khi bạn quá mệt mỏi hài cười lật mồm,round5_active_learning,3.0
,0,,,0,,dạ thưa chua lúc này đây con đang khó khăn vì vật chất không biết phải làm sao đây chúa giesu con tin thác vào lòng thuog xót của chua xin thương xót con con xin ta on chua amen,round5_active_learning,3.0
,0,,,0,,Sự mệt mỏ chán nả không còn là gì nữa khi ta cố gắng hết sức vì nó từ giờ hãy bắt đầu ôn thi đii 2k11 oii 📘chúc các bạn và mình cùng đậu vào ngôi trường mà mình mong uoc 🍀🍀,round5_active_learning,3.0
,1,,,0,,Tui ko thể cười với ai nữa r 😶,round5_active_learning,3.0
,0,,,0,,Tôi cũng bị rồi có ảnh hưởng đến con không,round5_active_learning,3.0
,0,,,0,,Thông đừng suy nghĩ => hết suy nghĩ nhiều 👍,round5_active_learning,3.0
,0,,,0,,"Không vì gì cả , sống rồi chết ,vô nghĩa với niềm tin có có ,không không",round5_active_learning,3.0
,0,,,0,,"mỗi lúc nhìn mình trong ảnh mà người khác chụp, cảm thấy mk xấu kh thể tả đc, thực sự ấy, mk rất sốc mà mặc cảm . Mình đang cố gắng yêu bản thân mình hơn",round5_active_learning,3.0
,0,,,0,,"Chỉ riêng ở độ tuổi ngoài 30 như mình, không gì quý giá bằng sức khỏe thể chất và tinh thần. Dù làm bất cứ việc gì, mục tiêu lớn đến đâu, nếu thiếu hai yếu tố này thì mọi thứ cũng trở nên khó khăn. Từ khi quyết định xây dựng nền tảng sức khỏe thể chất và tinh thần vững chắc, mình đã cho phép bản thân sắp xếp thời gian biểu với những hoạt động cần thiết và nghiêm túc thực hiện. Mình cố gắng lấp đầy những khoảng trống cô đơn, nên nhiều lúc chẳng còn thời gian để bận tâm đến việc ""bị tụt lại phía sau"". Dù có nghĩ đến, mình cũng dễ dàng vượt qua. Mình rất thích những video chia sẻ của chủ topic, lập luận chặt chẽ, logic và dễ hiểu.",round5_active_learning,3.0
,0,,,0,,"Đôi lúc cũng đừng cố quá nhé , nếu cơ thể bạn thật sự mệt mỏi thì tốt bạn nên nghỉ ngơi nhé , việc giữ cho mình một sức khỏe và tinh thần tốt cũng giúp bạn đạt hiệu quả cao trong học tập đấy ❤❤❤",round5_active_learning,3.0
,0,,,0,,Đây là vấn đề em gặp phải em nhìn lên quá nhiều và đánh mất bản thân…,round5_active_learning,3.0
,0,,,0,,Nhiều lúc muốn đến một nơi không có áp lực giống như học tập nhiều lúc chỉ muốn riêng tư cũng không được người lớn bây giờ chẳng hiểu con cái của mình gì cả,round5_active_learning,3.0
,0,,,0,,Sự vô tâm của gia đình là hủy hoại tương lai của tre,round5_active_learning,3.0
,0,,,0,,Bs ơi em cứ có ý nghĩ gì thoáng qua trên đầu là ruột lại quặn lại e có thể uống Cerebio không ạ ?,round5_active_learning,3.0
,0,,,0,,Lúc còn quá bé ko biết những yếu đuối tâm hồn là do đâu. Gần 30 t rồi thì biết rõ tại sao,round5_active_learning,3.0
,1,,,0,,mik có cảm giác mik sống trên cuộc đời này là 1 lỗi lầm...^-^,round5_active_learning,3.0
,0,,,0,,Em bị mất ngủ kính niên uống nhiều loại thuốc rồi mà vẫn không thể ngủ được nhờ bs tư vấn giúp,round5_active_learning,3.0
,0,,,0,,Ai coi cái này là ngủ không uyên thức suốt mất ngủ,round5_active_learning,3.0
,0,,,0,,Em thương mẹ em lắm mẹ em tuyệt vời mẹ em tốt nhưng cuộc đời lại đối xử với mẹ quá tệ khi em đi làm kiếm đc đủ tiền nuôi và chăm sóc mẹ thì mẹ tuổi đã quá cao rồi thương mẹ ! Mẹ ơi con yêu mẹ lắm ước j mẹ sống thật hạnh phúc và kiếp sau mình gặp lại nhau mẹ nhé con sẽ thương mẹ và yêu mẹ nhìu và mong mẹ sẽ hạnh phúc ko phải trải qua những điều đau khổ như thế này nữa mẹ hạnh phúc mãi mãi mẹ nhé !😊,round5_active_learning,3.0
,0,,,0,,"Minh yeu mot nguoi ma co ta doi su voi minh qua te..minh di lam dua het tien luong 💯 ,cho co ta de co cuoc song hai nguoi tot hon. Minh voi co ta tu dallas qau miami de co cuoc song tot hon. Luc moi xuong miami minh voi co ta di lam.cong roi trong thoi gian do co ta muon mo tiem.nail .minh luc nao cung behind her 💯. Luc moi mo tiem luc slow luc busy co ta lo lang va minh voi co ta gay lon ...va do thua minh mang bad luck cho co ta va do thua mi b an cap bop . Minh giai thich cho co ta rat mhieu lan..toi sau do minh bi co ta duoi ra nha ..luc do minh khong co tien phai ngu o duong pho...minh that rat nho co ta .khong biet sao quen duoc xin cho y kien thank",round5_active_learning,3.0
,0,,,0,,"Có ai như tôi không, nằm xuống hoặc để yên cơ thể thì nó giật người... Kiểu bị giật cơ vậy",round5_active_learning,3.0
,0,,,0,,"Em thấy suy nghĩ của mình nó còn nặng hơn vì em chưa từng hỏi bản thân những câu hỏi trên, em chỉ luôn mặc định tất cả những thứ mình làm đều có thể là sai và sợ trong việc tự đưa ra quyết định cho bản thân. Sau này em hiểu ra được điều này đến từ thời thơ ấu trong cách giáo dục của gia đình cũng như vì sự tự tôn thấp chứ không chỉ vì em là người hướng nội. Em nghĩ là ngoài kia sẽ có rất nhiều bạn giống em vì cách giáo dục của phụ huynh thường thấy là bắt trẻ vâng lời, thường xuyên la mắng khiển trách khi trẻ làm sai, còn làm đúng coi như chuyện hiển nhiên thay vì có thể cỗ vũ động viên trẻ, khiến khi lớn lên trẻ luôn mang theo nỗi sợ và tự ti đó. Nếu làm gì cũng sai thì tốt nhất đừng tự tiện làm gì cả trước khi bị ăn chửi ăn đòn. Gia đình em thì thuộc dạng là đúng sai không quan trọng, tâm trạng vui buồn là lôi ra chửi láng à.",round5_active_learning,3.0
,0,,,0,,"Ở nhà giãn cách ko dc tiếp xúc ánh sáng , mất ngủ triền miên thầy ơi",round5_active_learning,3.0
,0,,,0,,Bác ơi con mất ngủ mấy năm rồi có thuốc gì tốt không bác bán cho cháu đi,round5_active_learning,3.0
,0,,,0,,Vì mẹ áp lực cho con nên phi bị muốn học thôi nên không chơi với bạn học dốt đó,round5_active_learning,3.0
,0,,,0,,Sáng nay em học quá trời luôn chị . Mà mẹ em suốt ngày bắt em học. Quá trời em mệt quá luôn,round5_active_learning,3.0
,1,,,0,,"Tự nhiên lắng nghe lời Thầy con đã bật khóc! Con nghĩ về những điều mình đã gặp và cảm thấy thương bản thân mình, nhưng con vẫn chưa có cách nào để thoát khỏi nó...",round5_active_learning,3.0
,0,,,0,,Từng là người yêu giờ thành người dưng mình hiểu mặc dù sẽ đau nma mình ko kìm nén đc nc mắt mình cũng là con người mà sao ko ai hiểu tôi vậy😊,round5_active_learning,3.0
,0,,,0,,Hồi nhỏ mình thường hay bị như vậy😭😢🖤🖤,round5_active_learning,3.0
,0,,,0,,"Thật =))) mới thắc mắc vấn đề này hôm qua thì hôm nay thấy video này. Hôm qua đồng nghiệp rủ đi chơi, ra ngồi mà chỉ muốn về chứ k thiết tha gì ngồi nghe hay tương tác lại, cảm giác chán nản và chỉ muốn về nhà. Xong cảm giác bản thân dạo này lạ lạ, ai ngờ mình đang chán đời ạ 🙄",round5_active_learning,3.0
,1,,,0,,"E cũng muốn có một người để tựa vào, e gồng không nổi nữa rồi",round5_active_learning,3.0
,0,,,0,,Nói thật nếu ko có thông tin người đó là kẻ xấu thì tôi vẫn sẽ đẩy vì 5 người vẫn hơn 1 ngươi (Nếu ko có cách nào khác) ( Trừ người thân hoặc người quen) (Dù có thể rất đau đớn với gia đình của họ) Chắc tui bị tâm thần😅😅,round5_active_learning,3.0
,0,,,0,,"ở đây có 2 burnout 1 là kiệt quệ 2 cháy(DIE,CRY,RISE x3)",round5_active_learning,3.0
,0,,,0,,Từ hồi mik lên lớp 7 mik chuyển từ BRVT lên Lâm Đồng từ lúc đó mik bị cô lập bị ném rác các kiểu nhờ ko bt bao nhiêu lần gv chủ nhiệm mik can thiệp lũ bắt nạt bảo vệ mik giờ lớp 9 cx đỡ rồi chỉ trêu chút với hơi cô lập chút cx ồn,round5_active_learning,3.0
,0,,,0,,Ko có gì cũng khổ có cũng khổ chán,round5_active_learning,3.0
,0,,,0,,"Bây h thì e đã bt tại sao mik lại nản thế và giống như cj nói lịch e quá dày 😭😭 cảm ơn cj mà hiện tại e đang lớp 8 thì vì là lịch cả tuần và thi HS giỏi trung nhưng lại dc điều đi ôn GDCD nên lịch ko trống trừ buổi tối và buổi trưa chỉ có ko đầy 30 phút để nghỉ e mọng rằng cj sẽ cho e thêm lời khuyên xem có nên đi thi GDCD nx ko vì ngày nào cx hơn 5h ms dc về ạ,e nói đây ko phải khoe khoang j và mong cj cho em lời khuyên ạ cảm ơn chị nhiều lắm ❤️",round5_active_learning,3.0
,0,,,0,,Nghiện lun òi,round5_active_learning,3.0
,0,,,0,,"Cảm ơn anh =) Video thật sự rất có ích, em gần như lo lắng đến mất ngủ cả tháng nay rồi :'(((((",round5_active_learning,3.0
,0,,,0,,Bố gor loại bth dán vào tự nứt láo thật chứ,round5_active_learning,3.0
,1,,,0,,Mik chỉ muốn uống 4 viên thuốc ngủ rồi ko tỉnh lại nữa 😢…,round5_active_learning,3.0
,0,,,0,,may quá. mik k bị nhưng bn tui bị,round5_active_learning,3.0
,0,,,0,,Tui là cung bạch dương ai cũng kêu tui dữ như tí ai biết tui hay khóc như tui muốn khóc thì tìm chỗi nào không có bóng người để khóc một mình,round5_active_learning,3.0
,0,,,0,,Từ vực 3 năm trước: nó vả suýt vỡ mặt!!!,round5_active_learning,3.0
,0,,,0,,Ngồi khóc hết nc mắt rồi đơ mặt ra :)),round5_active_learning,3.0
,0,,,0,,"Video ""Cha mẹ nên làm gì khi con rơi vào 'vũng lầy' trầm cảm?"" là một món quà vô giá dành cho các bậc phụ huynh đang loay hoay tìm lối đi giữa bóng tối của căn bệnh tâm lý. Với sự dẫn dắt tinh tế của host Quốc Khánh và những chia sẻ rút gan rút ruột từ PGS.TS Nguyễn Thị Phương Hoa, video không chỉ mang đến kiến thức khoa học mà còn là sự thấu cảm sâu sắc từ trải nghiệm thực tế của một người mẹ đồng hành cùng con suốt 10 năm. Lời ví von về ""đầm lầy"" và ""khẩu pháo"" giúp tôi hình dung rõ nét về sự kiên trì cần có. Video nhấn mạnh rằng bố mẹ phải an ổn mới có thể giúp con an bình, đồng thời khơi gợi động lực tự thân của trẻ. Từng phút của cuộc trò chuyện đều lấp lánh sự hy vọng và tình yêu thương, giúp xóa tan định kiến và tiếp thêm sức mạnh cho các gia đình. Một nội dung vô cùng nhân văn, ý nghĩa và cần thiết trong xã hội hiện đại! 🌟 ❤ 🌿 ✨ 🙏",round5_active_learning,3.0
,0,,,0,,Cám ơn Hêu rất nhiều. Mình đã tìm tới nhiều cách để trốn chạy khỏi sự cô đơn như lướt mxh vô bờ bến hay tìm những thứ nặng đô khác nữa để quên đi sự cô đơn nhưng rồi mình thấy podcast của Hêu và mình hiểu ra bản thân chỉ đang trốn tránh mà không chấp nhận sự cô đơn ấy. Bản thân trước đó đã từng như vậy nhưng cũng vượt qua được nhưng sao khi gục lần nữa lại k đứng lên được. Biết ơn vì đã coi được video này giúp mình nhận ra k phải vì mình dở hay gì cả là do mình chưa thật sự chấp nhận thôi.,round5_active_learning,3.0
,0,,,0,,Có những giai đoạn con người cảm thấy trống rỗng đến mức không còn biết mình đang cố gắng vì điều gì. Mọi thứ vẫn diễn ra bình thường bên ngoài… nhưng bên trong lại như mất kết nối với chính cuộc sống.,round5_active_learning,3.0
,0,,,0,,đau thật cay khóe mắt ...,round5_active_learning,3.0
,0,,,0,,"1. Tự tin hơn ngày hôm qua 2. Tự tin phải hành động thời gian đúc kết lặp lại 3. Mục đích của tự tin:cụ thể, rõ ràng, hình dung rõ nét Hành động: 1’ Điều mình nói ra có phải điều mình mong muốn trong tương lai hay không? 2’ ngừng so sánh với người khác mà số sánh mình với mình qk, ss mình với phiên bản tương lai. 3’ ở gần những người tự tin: real or sách,nghe khẳng định tích cực 4’ Hơi ấm: ăn gì ấm thân, phơi nắng, vận động gym đi bộ đạp xe 5’ ăn mừng những chiến thắng nhỏ mỗi ngày 5’ 4’",round5_active_learning,3.0
,1,,,0,,mỉm cười là hành động mà luc nào tớ cũng có thể làm lúc khóc lúc vui ummm dần dần tớ ko thể phân biết đc đâu là lúc tớ cười giả và lúc tớ cười thật,round5_active_learning,3.0
,1,,,0,,Tôi đang và ở trong tình trạng nv . Tôi kb phải làm sao. Mong ad tư vấn,round5_active_learning,3.0
,0,,,0,,"Không nên cảm thấy chán nản vì không thể làm một điều to lớn ngay lập tức, mà nên chia nhỏ nó ra hết mức có thể, đến nỗi mình cảm thấy xấu hổ khi không thực hiện nó, cũng như việc muốn tập yoga chỉ cần bắt đầu bằng 1 hơi thở, muốn đọc một cuốn sách chỉ cần bắt đầu bằng 1-2 trang đầu tiên.",round5_active_learning,3.0
,1,,,0,,"Ngoài lạm dụng chất kích thích thì mình mắc hầu hết các triệu chứng ở trên, đặc biệt là 3 và 8 :(",round5_active_learning,3.0
,0,,,0,,"đa số những quốc gia trên trước đó họ đã từng là các vùng đất thuộc địa hóa của phương Tây và có vài quốc gia được tách ra khỏi từ các quốc gia Liên Xô cũ và Nam Tư cũ có thể do họ có nền kinh tế,chính trị,chính phủ quản lý yếu kém,đất nước có người dân luôn phải sống trong nỗi lo bất ổn do chiến tranh gây ra và thường xuyên hay bị nội chiến do khác biệt về vấn đề dân tộc và tôn giáo.",round5_active_learning,3.0
,0,,,0,,Tôi không phản bội chính mình nữa,round5_active_learning,3.0
,0,,,0,,Em bị quài tới nỗi mà bây giờ ung thư vẫn phải làm😭😭😭😭😭😭😭😭😭😭😭😭😭😭,round5_active_learning,3.0
,0,,,0,,Thứ 7 tôi mới khóc sông lúc 22h40 rất buồn huhuhu 2:10,round5_active_learning,3.0
,1,,,0,,Tôi bị mọi người môi biến mất,round5_active_learning,3.0
,0,,,0,,Mỗi lần con gặp những chuyện không vui con nghe bài giảng này ngay lúc đó tâm con nhẹ nhàng không còn đau khổ nữa.A Di Đà Phật,round5_active_learning,3.0
,1,,,0,,"Em sợ lám bố mẹ em muốn em phải điểm cao lúc điểm kém ba mẹ la mắn em, em cũng nghĩ tới việc này",round5_active_learning,3.0
,0,,,0,,trắng đêm cùng kỷ niệm bủa vây hoang tàn ...!,round5_active_learning,3.0
,0,,,0,,Cảm động thành cảm lạnh,round5_active_learning,3.0
,0,,,0,,xem đến 3'28 em bấm dừng video để gỡ cài đặt facebook & messenger. Hôm nay em thật sự mệt mỏi về áp lực học tập thi cử; hy vọng là xem hết video năng lượng sẽ trở về với em,round5_active_learning,3.0
,0,,,0,,"Mình cũng bị,, cố gắng tập thể dục ,, nhưng đêm về Ko ngủ được ,, ngủ vài tiếng là thức.. dù cũng uống thuốc enxiety mỗi đêm",round5_active_learning,3.0
,0,,,0,,Tôi ko bị vì tôi là giga chad nên ko bị nó đè mắt,round5_active_learning,3.0
,0,,,0,,Huỷ hoại cuộc đời. Chúng tôi là con người ko phải cỗ máy hạc đến chết,round5_active_learning,3.0
,0,,,0,,"E cũng giống như anh, cũng sống trong 1 gia đình bình thường nên tư duy của e cũng bình thường cũng ổn định. Nhưng sau khi gia đình có người bị bệnh và cũng vào lúc covid thì lúc này em mới nhận ra mình phải nỗ lực nhiều hơn, quyết liệt hơn và lúc này tư duy của em cũng thay đổi, cũng mở thêm được một vài mối quan hệ và từ đó nhận thấy bản thân còn thiếu sót quá nhiều, có nhiều thứ cần phải học hỏi và khai mở. Bước ngoặt đó như mở ra cho em 1 cánh cửa mới và thật may bản thân vân kiên cường theo đuổi suốt 4 năm vừa qua khi làm việc 13 14 giờ một ngày, vẫn nỗ lực học thêm kĩ năng mới. Nhưng tại lúc này vẫn có 1 chút mông lung vì thấy thế giới kia bao la quá nhưng thời gian thì chỉ có 24h 1 ngày thì làm sao mà có thể ôm hết tất cả. có phải là bản thân quá tham lam. Thôi thì vẫn chúc cho bản thân chân cứng đá mềm kéo dài sự chăm chỉ nỗ lực này 30 40 năm như ba mẹ anh",round5_active_learning,3.0
,0,,,0,,Quá áp lực vì học tập,round5_active_learning,3.0
,1,,,0,,"Người thì sống, kẻ tồn tại ? Mỗi mình tôi, giữa ranh giới Chẳng biết phải làm sao nữa....",round5_active_learning,3.0
,0,,,0,,trời ơi đúng lúc em quằn quại mất ngủ vì lo âu thì chiếc video này như cứu tinh ạ,round5_active_learning,3.0
,0,,,0,,"Nếu hôm nay bạn mệt mỏi nhiều, hãy nghĩ ngơi một chút, buông bỏ một chút.... để lòng nhẹ hơn, tâm an thì mọi phiền não sẽ vơi đi... Nam Mô A Di Đà Phật.",round5_active_learning,3.0
,1,,,0,,"Tôi thì có hết. Có khi tôi xem điện thoại xuyên, đêm ngủ ở nhà cả ngày, có khi ko tắm vì mệt thì ko biết vì sao mình mệt và cũng ko thích xuống sân chơi cứ thích ở nhà hoặc ở trong phòng thôi😢",round5_active_learning,3.0
,0,,,0,,"Mỗi khi bóng tối về, nhắm mắt lại, tất cả đau đớn vì bị phản bội lại hiện rõ ra như mới hôm qua. Cũng cố gắng cho tâm ổn định",round5_active_learning,3.0
,0,,,0,,"em cảm ơn chị vừng nhiều cực luôn ạ. Năm nay em thi cuối kì II, em thực sự rất tự tin về cả điểm toán lẫn văn anh tại em là lớp phó học tập, học sinh giỏi anh và văn, còn toán cũng bth. nhưng hôm nay ngày 13/5, cô tiếng anh của em đọc điểm và em thực sự, thực sự rất sốc luôn. Toán em chỉ đc 4, văn được 6,75 và anh thì là 1 hsg được cô tin tưởng nhưng chỉ được 7,8. Wow, em không muốn tin vào tai luôn. Tổng điểm của em chỉ được 18,55 và xếp thứ 6 lớp. Cả lớp nhìn em kiểu khó tin, cả crush em được tổng điểm là 21,85 xếp thứ 2 lớp cũng nhìn em giễu cợt nọ kia. Trong khi có cả khối đứa không có quyền chức gì cũng được xếp cao hơn em. Trưa nay về em khóc 1 trận tơi bời và gần như sụp đổ luôn. Lúc đi về mấy đứa xếp cao hơn em cứ đi xe bên cạnh trêu với cười nọ kia, có mấy đứa còn cố tình đâm vào xe em. Nma em điểm thấp nên kh dám chống lại tụi nó. Về nhà em lục cả youtube và tình cờ nhìn thấy vid của chị. Chị truyền động lực cho em rất nhiều ạ, em cảm ơn><",round5_active_learning,3.0
,0,,,0,,Anh giang cho em hỏi căng thẳng có chịu chứng toát mồ hôi lạnh ko anh,round5_active_learning,3.0
,0,,,0,,"cuộc sống hiện tại của em không thích hợp để tiếp tục tình yêu cụa em với anh ấy,và em dng lừa dối anh ấy về cuộc sống của em,em sống khc giờ với anh ấy nhưng em chưa sẵn sàng để nói tht tất cả điều đó với anh ,em không muốn làm tổn thương anh ấy",round5_active_learning,3.0
,0,,,0,,"Cả 2 bên họ nội họ ngoại của mình đều đặt áp lực thi cử lên con cháu . Mình có một người anh họ , anh ấy học rất giỏi , mà chỉ bị có 8,5 điểm Vật Lí mà bị chửi không ra gì. Bản thân mình cũng là một trong những nạn nhân của áp lực thì cử, mình đang viết bình luận này sau một đêm thức trắng ôn thì hk đây ToT",round5_active_learning,3.0
,0,,,0,,Chị t bị rồi Đúng đúng đúng,round5_active_learning,3.0
,0,,,0,,Dạy lớp chọn đã khổ mà còn là con ông cháu cha thì chắc áp lực muốn nổ xác 😂,round5_active_learning,3.0
,0,,,0,,Tự thấy may mắn vì mình mất ngủ cg đc 4 năm rồi nhưng mà mình yêu con mình bằng cả tính mạng. Lúc mình nổi điên lên mình chỉ đập thằng ck chứ chả bao giờ đụng vô con 😂. Nói chung nếu ko có thằng ck thì chả phải chịu khổ vậy cho nên mấy mẹ cứ đè ck ra mà đập thẳng tay cho đỡ stress.,round5_active_learning,3.0
,0,,,0,,"Mik hồi lớp 5 thi lên cấp 2 lớp 6. Mik dự định thi vào mấy trg chất lượng cao như Nguyễn Tất Thành, Ngoại Ngữ,.. nhưng vì mik chủ quan mà nghĩ là "" thôi, mik học cx giỏi r, ôn lm cái j cho nó mệt nhọc ng ra,... "" Nên là lúc đấy mik thi ko đỗ vào trg nào cả. Lúc mik bt tin là mik ko đỗ vào trg nào cả thì mik cx rất là buồn và hối hận bởi vì mik đã ko tập trung học và bố mẹ cx đăng kí cho mik rất là nhiều lớp học thêm chất lượng cao này kia và ở rất là xa nhà. Mik nhớ láng máng có một lớp học thêm bố mẹ mik đăng kí cho mik học ở tận Cổ Nhuế mà trong khi mik ở Hà Nội. Mà chị mik bảo là tiền học thêm tổng của mik cx phải hơn 40tr gì đấy. Thế là bây h lên cấp hai, mik tập trung vào việc học hơn và đến năm cuối cấp hai mik dồn toàn bộ sức lực ôn thi. Có hôm 2-3h sáng mik còn chx đi ngủ. Nhưng kết quả nhận đc khiến mik vô cùng vui vì mik đã đỗ Amsterdam cấp 3. Lúc bt tin, bố mẹ mik vui lắm. Con cảm ơn bố mẹ vì đã đưa đón con đi học, nuôi con khốn lớn❤❤",round5_active_learning,3.0
,0,,,0,,Vừa kết thúc mối tình 4 năm sự kết thúc đó k mấy tốt đẹp 😢. Thực sự cảm thấy đau đớn và suy sụp quá Mong rằng mình sẽ sớm vượt qua,round5_active_learning,3.0
,0,,,0,,"A ta thâm thuý , tàn nhẫn, làm hỏng cả 1 g đình.",round5_active_learning,3.0
,0,,,0,,"Tôi đã bỏ lỡ nhiều hương vị của tình yêu Khi bạn bè đã lũ lượt lấy vợ lấy chồng con bồng bế trên tay thì tôi vẫn là một thanh niên đang già theo năm tháng Ở cái tuổi 27 thật sự chông chênh về mọi thứ,còn chưa nếm được hỷ nộ ái tình của tình yêu 1 thanh niên già đang ở trong giai đoạn có lẽ là khắc nghiệt nhất khi chưa có gì trong tay -04.10.2018 khó ngủ",round5_active_learning,3.0
,0,,,0,,"Có một con khỉ trầm cảm ,đã tự cứu lấy mình. khó như leo một ngọn núi vô danh , không biết khỉ có leo được ko , không rõ con đường phía trước sẽ ra sao , cái đỉnh trông thế nào, cứ leo rồi lại vấp ngã , ngã tới khi cần cả cú ngã để trở về . khi ấy đỉnh mới hiện lên , ồ hóa ra là khỉ của lúc này",round5_active_learning,3.0
,0,,,0,,Buồn quá đi thôi mình chi muốn khóc nhưng ko khóc được,round5_active_learning,3.0
,0,,,0,,"Không biết sao nghe mà cứ thấy bồn chồn, lo lắng kiểu gì ấy ạ🥲",round5_active_learning,3.0
,0,,,0,,"Không phải, người đó là người mẹ đơn thân ở Đức. Cô con gái do cãi nhau với mẹ bỏ ra ngoài và bị gã hàng xóm sát hại ,cô bé chỉ mới 7 tuổi. Trước tòa án , hắn trốn tội biện hộ do có giấy chứng nhận tâm thần, hắn còn có tiền án lạm dụng trẻ em , đổ lỗi do cô bé uy hiếp và tống tiền. Sau 7 ngày trước tòa người mẹ đã rút súng bắn 8 viên đạn vào lưng kẻ đã giết con gái mình . Bà bị tòa phán tội ngộ sát , khi ra tù không lâu sau bà mất do ung thư và bà được chôn cất cạnh mộ của con gái mình.😔😔😔😔😔",round5_active_learning,3.0
,0,,,0,,"Đêm 07/12/2024, những ký ức tươi đẹp về anh nó như dần hiện rõ trong em. Nhớ anh lắm, nhớ người em đã từng yêu thật sự, nhớ những gì ta đã từng hy vọng và dựng xây. Nhưng tất cả đã kết thúc, ngày mà anh xa rời thế giới này, ngày mà anh không còn đau đớn, không còn mệt mỏi vì bệnh tật. Bài hát như chính tâm trạng của em ngay lúc này. Bỗng dưng muốn khóc, bỗng dưng nhớ về anh, bỗng dưng em chợt nhận ra, mình vẫn cô đơn đến tận bây giờ, không ai kề bên. Ở trần thế này, em mong anh có kiếp sống mới bình yên và không còn khổ đau nữa. Mãi nhớ anh da diết không nguôi!",round5_active_learning,3.0
,0,,,0,,"Năm nay mình chỉ vừa 20 tuổi nhưng mình rất yêu thích giành 1 khoảng thời gian nào đó trong ngày để đi dạo 1 vòng ngắm nhìn thật kỉ mọi cảnh vật xung quanh mình từng con người từng góc phố từng nơi mình từng đi qua, thích ngắm mây, từng cái cây ngọn cỏ, ngắm sao trời thích chụp lại mọi thứ đẹp đẽ mà xuất hiện ngoài thiên nhiên,... nhiều người nhìn vô thì nói mình vô tư thoải mái nhưng đó chỉ đơn giản là những giây phút để mình thanh lọc cơ thể sau khoảng thời gian mệt mỏi cũng là lúc mình quên đi mọi lo âu ngoài kia và tận hưởng từng giây phút từng nhịp thở. Nên nếu các bạn gặp vấn đề về cuộc sống thì nên bình tĩnh giải quyết cái nào rối quá thì gỡ nó ra chứ đừng bỏ cuộc, đừng bao giờ tham gia vào những thú vui vô bổ mà nghĩ mình sẽ lấy được mọi thứ từ người khác nên nhớ đời không ai cho ai thứ gì miễn phí cả tất cả đều phải trả bằng cái giá của nó! và đừng nghĩ chọn cái cht là sẽ giải thoát những gì mình đã gây ra vì cái cht chỉ là cách chốn chạy của kẻ yếu đuối! Đừng bỏ cuộc mạnh mẽ cùng tôi nhé! Chúng ta mạnh mẽ hơn như thế!",round5_active_learning,3.0
